,AT,V,AP,RH,PE
3614,24.04,72.43,1008.02,87.2,439.39
3127,32.16,66.25,1008.17,56.88,434.5
8588,22.66,63.73,1013.24,83.95,444.41
5610,17.53,44.9,1020.5,71.1,457.61
9168,23.6,62.44,1011.52,78.12,440.66
7998,7.41,40.81,1026.15,88.96,488.48
2239,14.59,42.44,1012.7,83.92,470.86
3971,13.85,48.92,1011.68,79.24,462.38
4903,22.19,62.96,1019.54,67.96,453.03
3332,18.89,67.71,1003.92,86.12,443.54
4151,25.28,66.25,1009.77,84.55,439.77
7287,15.18,43.67,1011.59,92.58,467.74
3759,24.49,65.59,1011.52,85.12,441.8
4505,14.32,71.14,1019.87,79.15,460.02
7346,21.94,64.15,1021.2,61.75,453.3
4611,26.25,52.09,1013.2,53.12,450.53
4586,12.28,40.92,1023.23,89.14,460.33
1236,8.76,41.82,1033.29,76.5,480.08
1857,22.73,63.73,1009.12,94.8,441.75
505,23.29,65.61,1014.81,70.27,447.67
1782,22.81,58.96,1013.5,55.66,452.89
6581,21.96,58.79,1012.1,88.74,447.31
39,24.66,60.29,1018.0,59.56,445.26
6771,10.59,37.5,1013.14,81.56,471.38
6714,23.22,66.56,1002.47,85.39,437.11
3193,12.99,40.55,1007.52,94.15,472.18
7104,24.39,60.84,1018.5,61.73,442.72
282,8.58,40.72,1022.04,87.55,480.96
8104,6.71,39.37,1020.28,71.15,487.05
4142,23.43,61.47,1007.84,87.11,448.01
4604,14.65,41.92,1030.61,63.07,464.95
5383,27.91,64.79,1017.7,48.29,440.53
2618,29.22,73.18,1012.22,64.91,430.57
4883,23.55,61.87,1009.65,54.83,443.54
7947,16.46,61.27,1020.02,74.54,456.64
4645,29.98,67.22,1014.22,52.69,445.3
1495,14.81,39.58,1011.62,73.64,467.32
1812,14.18,42.99,1007.19,73.21,468.35
7333,15.62,40.12,1013.03,96.26,462.59
630,33.6,77.17,1009.01,47.53,430.32
2566,5.71,40.77,1022.49,87.9,487.48
6260,19.9,56.53,1020.52,78.05,456.48
4795,14.91,39.28,1014.57,75.23,469.34
7539,13.26,42.99,1007.58,94.26,472.52
8060,27.81,64.69,1006.59,71.75,437.02
4193,25.23,61.86,1013.0,76.18,441.48
2694,27.6,69.34,1009.63,71.58,440.6
2078,18.9,60.07,1016.02,71.38,451.5
8208,14.86,44.85,1016.19,67.43,468.87
7589,20.32,67.71,1007.42,63.71,446.22
5785,28.57,51.43,1012.02,47.79,450.04
1581,16.01,49.64,1026.35,77.75,457.8
1135,15.41,44.78,1007.69,65.17,456.83
421,20.0,63.31,1017.06,63.1,449.68
658,25.83,70.47,1006.24,81.83,434.45
2833,12.38,44.2,1020.23,81.5,467.04
3748,28.7,49.16,1004.42,36.51,439.45
293,31.44,79.74,1006.95,56.99,431.69
2922,20.95,48.14,1013.3,67.72,452.38
5062,18.83,58.46,1016.85,87.16,449.63
4643,20.11,51.19,1007.82,92.06,449.03
2322,24.87,65.75,1006.45,65.75,435.6
4065,31.88,67.32,1013.64,35.1,436.64
6030,24.6,57.85,1012.92,69.56,447.09
1169,18.75,63.09,1018.19,87.84,450.98
3158,26.64,73.56,1004.98,93.31,432.93
3419,13.94,41.58,1020.76,68.22,463.07
9469,25.42,66.05,1016.74,68.92,442.6
6381,23.25,51.86,1013.54,78.34,450.22
9170,12.76,41.48,1014.06,70.34,461.61
3525,13.67,54.3,1015.92,75.42,467.87
7577,15.15,41.35,1006.3,86.16,468.64
47,23.8,48.6,1002.43,67.32,440.89
8308,21.67,69.71,1010.46,96.83,440.16
3329,24.98,60.32,1016.39,63.12,446.46
7659,21.28,70.32,1011.55,88.05,438.7
5157,22.26,60.37,1008.14,92.37,441.33
5391,12.65,44.34,1019.4,71.45,468.8
3446,19.53,50.32,1009.71,94.46,449.59
9421,29.65,72.86,1004.26,69.63,434.67
3944,6.1,43.65,1018.07,75.85,485.24
5511,14.22,37.85,1011.24,88.49,471.05
5783,13.09,43.02,1013.17,46.73,470.14
6803,29.29,70.02,1010.13,46.93,438.84
3716,18.26,59.15,1012.04,86.01,451.09
977,5.42,41.38,1020.77,86.02,491.38
8649,14.26,43.34,1017.24,81.54,464.62
5505,26.52,73.21,1002.3,95.38,437.02
1976,14.72,38.91,1015.17,61.75,468.87
5975,16.09,65.46,1013.84,85.52,454.88
4777,8.97,39.66,1021.63,78.94,482.62
1443,6.14,40.62,1015.71,86.51,481.66
5514,26.88,79.74,1006.54,93.7,434.77
6861,21.94,56.85,1011.01,77.72,442.63
2779,5.23,35.57,1026.23,79.38,488.5
2015,24.17,71.58,1010.16,89.96,436.27
2660,26.94,68.24,1010.49,76.58,430.34
8271,28.07,64.09,1005.41,64.09,436.61
3267,25.15,71.14,1011.68,70.33,434.99
6711,23.2,49.3,1003.4,79.77,440.75
1674,8.42,40.64,1022.35,96.38,476.29
209,9.86,38.38,1018.22,85.35,479.56
9428,24.38,57.17,1009.85,74.46,444.59
725,24.97,68.61,1011.08,58.94,447.83
7156,18.63,48.92,1011.37,71.72,450.29
4746,29.79,69.34,1008.82,65.13,434.74
557,8.26,39.42,1025.89,70.53,474.72
2480,16.57,43.7,1015.67,71.95,465.78
4132,8.18,40.02,1031.45,73.66,478.81
1664,26.08,48.6,1003.61,57.8,438.61
7824,27.59,54.2,1013.1,51.61,439.31
1266,12.78,41.04,1025.16,85.14,461.61
1466,16.17,41.79,1005.78,78.8,454.72
5250,21.7,70.32,1009.12,91.3,438.52
1218,24.63,59.57,1010.45,85.36,440.67
5480,14.11,45.08,1023.27,83.22,464.7
768,24.03,66.54,1012.19,69.15,438.08
813,14.84,42.03,1017.47,79.27,466.2
6316,25.96,71.64,1003.84,86.83,432.93
1228,29.23,77.3,1002.71,65.24,438.05
736,16.48,48.92,1011.84,64.16,458.67
7524,28.61,69.84,1004.02,67.26,428.25
3425,27.05,67.79,1010.99,71.37,443.89
6784,24.25,50.78,1008.82,60.55,443.8
1766,22.65,60.93,1006.43,85.13,440.52
1726,30.72,71.58,1009.98,50.39,430.46
1151,29.95,67.25,1017.68,51.91,433.13
5758,15.22,41.67,1013.18,67.17,469.93
6468,27.31,64.44,1014.65,57.27,442.77
5690,14.57,39.28,1015.1,76.94,469.27
5213,25.56,60.32,1016.28,59.84,445.01
1838,22.99,68.67,1006.65,77.62,446.67
1412,25.77,71.37,1008.88,78.96,433.45
5580,28.87,71.97,1008.74,82.61,435.86
6454,21.42,56.89,1014.39,84.05,444.86
7814,17.33,42.28,1007.97,50.33,462.26
7436,13.42,40.35,1011.2,77.0,472.57
7696,5.17,39.33,1009.68,94.19,485.46
6191,7.24,38.06,1020.6,85.36,481.83
6796,18.38,55.28,1020.22,68.33,451.29
8437,27.84,71.32,1007.72,79.25,431.37
6798,29.01,70.32,1007.26,60.55,429.23
9414,13.12,52.75,1023.69,67.5,462.7
2227,25.88,61.47,1007.93,68.71,445.65
8118,18.8,44.78,1009.65,46.0,462.79
1967,15.85,49.69,1015.48,88.65,464.72
4319,17.48,58.95,1016.49,90.35,449.26
31,20.77,56.85,1012.4,83.63,442.85
7898,6.03,41.17,1019.81,84.2,488.57
8753,25.01,66.56,1009.68,64.94,435.73
6859,9.97,39.99,1010.09,95.0,477.31
6228,22.93,63.13,1011.6,77.09,448.02
9411,25.71,71.64,1008.85,77.31,438.16
5466,30.74,73.67,1005.79,57.89,428.92
749,14.78,42.86,1015.32,84.75,471.17
8623,12.74,41.38,1021.92,56.67,475.63
4343,26.71,70.72,1010.3,78.18,438.72
8446,14.01,43.34,1016.95,83.41,463.81
2643,23.3,72.99,1008.54,92.11,437.62
3224,15.09,44.34,1019.46,60.49,468.8
4033,23.34,59.14,1017.47,78.91,439.6
6594,15.43,39.64,1008.58,87.99,464.05
2498,10.96,41.93,1019.28,87.38,473.28
8222,24.54,60.29,1017.42,58.94,447.67
1865,28.59,75.08,1005.58,60.3,442.7
4967,19.69,56.65,1020.82,71.54,453.96
7540,9.96,39.66,1015.23,82.98,480.6
7471,25.91,75.6,1018.23,62.65,443.2
6195,26.04,52.84,1005.68,65.18,439.36
9037,13.87,45.08,1024.42,81.69,465.48
276,7.01,37.8,1021.47,62.84,483.95
5954,21.94,58.79,1010.3,88.21,447.52
4417,20.71,46.63,1013.1,74.49,453.05
4370,20.06,47.03,1013.66,83.23,461.02
688,13.18,40.24,1016.81,86.71,469.35
7658,21.03,67.45,1015.01,68.59,447.11
1754,13.46,41.4,1019.46,71.73,467.4
237,27.88,68.94,1007.68,75.68,435.04
396,5.91,39.33,1010.18,95.53,491.49
4269,26.48,68.14,1004.83,55.96,432.19
5366,24.33,46.93,1013.83,44.59,447.54
5021,25.71,71.14,1010.02,66.39,432.46
126,20.52,43.79,1015.9,68.1,463.93
5405,25.28,49.5,1013.95,52.79,454.01
1933,20.09,61.27,1020.05,70.71,451.43
4267,31.81,69.88,1007.94,55.91,432.6
1161,6.94,39.61,1017.74,81.43,480.07
1983,19.32,52.84,1004.29,83.51,450.88
8339,22.04,59.14,1017.34,84.75,442.45
3132,23.03,59.04,1011.85,81.24,444.85
8,31.25,69.51,1010.25,36.83,428.77
8185,12.15,71.14,1019.56,86.06,462.51
5149,14.1,42.18,1015.05,78.25,463.3
1332,26.69,59.21,1012.55,57.59,436.33
6050,20.2,64.45,1009.03,61.77,452.33
1330,27.71,54.2,1012.72,47.25,440.74
3911,27.33,51.43,1006.18,67.6,439.12
3355,13.92,43.41,1015.12,61.64,464.76
7925,6.69,36.24,1013.35,91.09,483.82
4443,10.82,41.55,1004.55,65.14,475.44
4591,13.95,40.2,1013.18,90.77,464.79
4478,29.35,71.58,1010.07,61.8,434.45
4101,9.46,36.66,1026.22,72.58,479.06
7078,19.66,51.43,1010.17,84.19,459.12
1835,9.3,40.56,1022.64,76.14,479.87
623,27.65,48.41,1008.54,58.25,440.94
3837,20.3,44.9,1008.25,64.08,457.6
7220,26.55,69.45,1013.92,52.22,434.55
9381,19.62,62.96,1020.76,76.53,456.02
5594,25.51,73.56,1006.59,96.63,437.07
3941,12.93,39.58,1010.93,75.9,473.09
8453,30.87,67.32,1013.78,34.54,436.96
322,31.59,62.7,1009.3,50.16,442.58
1808,24.27,74.93,1012.73,73.81,443.06
3921,14.89,35.71,1015.1,55.11,469.37
103,12.55,38.91,1012.58,75.44,474.35
4975,24.24,71.58,1010.15,91.14,437.75
1557,22.87,71.29,1008.1,73.1,442.27
534,20.21,54.9,1016.82,66.56,454.23
7879,6.9,39.81,1016.74,88.24,481.88
7613,18.13,60.1,1009.67,84.75,455.82
9085,9.46,41.4,1026.78,87.58,480.82
6388,14.72,43.34,1013.07,85.61,464.22
779,25.59,72.43,1007.88,82.98,432.49
9130,21.41,59.43,1010.27,74.54,442.85
6008,15.6,44.68,1018.35,85.91,463.82
5881,20.55,65.46,1013.87,58.09,448.83
1935,12.26,43.48,1016.41,72.95,467.83
45,27.37,63.73,1009.79,65.25,437.24
7039,19.61,56.53,1019.69,77.13,454.22
7703,33.01,69.88,1006.71,53.25,433.5
7895,22.21,69.71,1009.69,96.85,440.14
6208,3.38,41.31,998.79,97.76,489.11
1347,11.92,40.62,1015.91,55.4,464.9
8883,12.43,43.22,1008.93,77.42,468.01
9300,30.17,76.86,998.23,73.61,430.3
6802,7.19,41.39,1018.12,90.76,486.35
7955,6.85,37.49,1011.01,84.53,483.12
5355,28.21,70.8,1010.45,77.92,435.99
4273,26.62,76.2,1006.06,69.13,437.81
2368,14.02,43.34,1016.06,85.8,466.38
2913,6.13,40.64,1020.69,94.57,481.13
286,16.98,43.99,1021.65,81.17,456.07
4168,14.66,41.76,1022.12,78.13,463.6
1211,18.97,44.85,1014.86,46.31,466.17
8419,13.69,44.85,1016.89,79.87,470.78
3528,16.59,41.79,1006.67,73.9,455.42
4898,21.19,50.16,1005.81,84.27,450.33
5008,14.57,37.86,1022.44,68.82,463.58
743,14.85,45.87,1009.37,84.65,462.67
6748,14.48,40.89,1011.39,82.18,470.44
6010,28.14,61.47,1009.69,64.66,435.35
4008,19.15,59.21,1018.41,88.9,450.26
6533,13.14,43.71,1024.47,87.42,467.07
1904,25.57,44.05,1005.79,65.14,443.84
4780,16.81,38.52,1018.26,75.21,459.01
2748,13.27,42.28,1008.3,86.2,468.86
678,24.39,63.21,1012.59,80.88,446.4
5455,23.33,54.2,1012.47,79.48,440.11
5860,23.15,69.48,1011.07,85.83,436.16
2588,7.82,41.16,1023.3,87.7,475.66
3920,19.65,51.3,1014.81,90.23,452.5
6885,26.22,67.45,1013.7,44.04,440.17
9386,16.77,45.01,1013.47,81.42,458.22
3073,29.03,67.79,1010.86,54.03,445.03
4660,7.68,38.06,1020.92,83.87,483.8
6126,12.35,40.73,1019.03,95.53,466.71
4581,25.62,60.29,1017.81,51.24,444.94
839,22.72,63.73,1012.63,82.14,448.56
37,25.91,75.6,1018.23,62.65,443.2
372,17.27,43.52,1021.37,76.73,460.08
8874,24.4,69.94,1005.75,58.1,438.76
8652,7.01,40.72,1024.0,86.37,489.64
3017,6.79,38.5,1012.61,72.46,488.69
1818,25.31,65.59,1011.16,79.71,440.96
6090,16.01,43.69,1017.12,62.43,465.89
638,12.67,48.14,1017.41,83.63,463.68
3408,9.99,42.07,1018.78,85.68,471.6
6002,25.06,74.33,1014.05,69.02,437.27
9124,28.0,69.05,1000.82,65.24,427.71
3090,16.36,39.99,1008.91,72.48,462.5
696,22.88,63.91,1009.63,87.82,442.5
8945,27.63,64.96,1006.3,75.38,434.22
2977,27.61,69.68,1012.79,77.01,438.31
1464,10.48,40.0,1021.35,88.52,478.86
7138,16.06,47.45,1009.97,88.09,450.62
5080,14.22,48.6,1006.26,88.05,459.69
9062,25.13,59.44,1012.38,77.92,445.59
6992,12.36,45.09,1013.05,88.4,467.2
5244,35.77,73.56,1006.36,36.31,430.14
255,13.72,45.09,1012.95,87.41,466.24
7787,29.86,64.79,1017.37,44.8,439.89
9057,16.84,39.63,1004.67,82.98,466.06
6875,13.0,48.79,1017.14,85.23,464.12
6343,31.04,66.54,1003.83,53.05,431.66
3048,11.49,44.2,1018.79,91.14,475.51
3947,15.08,37.85,1009.85,85.9,465.58
8599,18.87,62.96,1020.55,82.87,455.22
9246,28.23,62.26,1010.88,60.86,435.76
2906,28.64,73.4,1011.48,52.84,441.32
8022,13.04,40.69,1015.96,82.37,473.49
4589,16.6,41.93,1022.01,48.98,467.51
3258,5.78,45.87,1012.65,88.8,483.27
8340,19.18,58.2,1017.46,76.72,453.2
612,8.64,41.66,1014.14,80.44,481.89
6272,18.86,51.43,1010.27,86.0,446.91
4572,27.18,79.05,1008.99,94.32,434.01
1524,9.81,44.45,1021.19,90.55,471.32
921,13.53,38.73,1004.86,85.38,472.46
6165,27.5,65.59,1011.23,65.37,441.27
2002,30.34,71.25,1000.94,67.29,431.18
1357,23.75,66.54,1004.41,85.44,436.57
3774,24.15,63.13,1013.8,92.1,440.15
4258,25.11,56.89,1013.33,67.31,441.51
1823,18.36,51.43,1010.57,90.17,459.8
1205,22.97,72.24,1011.15,95.85,437.41
3200,20.7,58.16,1016.73,68.19,453.22
4143,13.85,45.08,1024.86,83.85,468.35
8242,5.19,40.78,1025.24,95.07,482.46
4630,20.56,64.45,1012.24,53.09,458.97
468,23.37,70.94,1008.01,81.28,441.56
1541,13.08,44.9,1020.47,86.46,472.01
8178,16.62,54.3,1017.99,63.76,459.59
1681,29.29,72.58,1007.39,72.85,428.73
6920,24.73,48.6,1004.03,63.37,439.99
6062,19.78,63.09,1019.01,78.39,448.34
4708,25.0,68.14,1005.35,57.13,437.67
2654,29.45,74.16,1010.49,64.87,438.11
6929,31.17,70.98,1007.19,67.34,431.01
2898,18.2,49.39,1018.83,96.3,455.86
1873,13.52,41.44,1015.81,65.97,472.11
2051,17.38,43.14,1011.09,61.9,459.02
3924,25.89,48.41,1008.49,68.58,440.92
1026,17.99,50.16,1009.98,100.09,451.38
6751,5.51,41.03,1022.28,84.5,491.84
1296,21.76,60.27,1018.96,85.06,446.86
1763,28.18,71.85,1008.78,82.88,427.83
1713,7.67,41.66,1016.25,77.0,485.03
8725,27.75,65.34,1014.8,45.91,440.83
5872,25.03,61.86,1012.84,80.85,439.55
3304,27.03,71.14,1010.33,66.25,430.41
8188,30.51,60.75,1009.86,51.0,435.57
5393,18.49,41.1,1001.9,59.99,460.76
3315,9.42,41.4,1029.21,86.4,474.75
763,23.63,58.62,1016.45,69.97,445.51
4375,29.86,70.8,1010.22,70.36,437.47
6310,15.85,46.18,1013.14,97.8,462.88
8708,23.04,64.27,1014.29,80.23,439.67
8146,14.55,40.73,1018.36,89.12,458.82
590,16.61,45.87,1009.34,97.93,455.86
1642,20.69,50.78,1008.71,91.95,447.58
2406,26.11,70.36,1007.64,70.12,445.37
1474,18.58,64.45,1009.68,67.57,444.28
8644,13.83,41.23,993.31,93.94,466.2
8165,18.44,39.72,1001.14,66.83,460.44
5775,14.28,42.74,1028.79,70.67,467.22
1136,22.64,70.98,1005.71,95.65,441.99
7792,23.32,66.48,1003.92,72.25,436.26
5115,10.94,39.04,1021.81,86.02,479.2
6642,7.0,38.5,1014.09,81.32,489.52
6395,15.8,40.66,1016.15,88.24,458.55
2066,14.43,41.76,1024.02,83.57,467.33
7594,12.03,41.58,1015.09,90.43,464.02
7009,9.47,40.81,1026.44,91.87,479.96
3850,13.44,39.64,1013.23,73.43,474.79
5842,17.22,36.71,1013.77,67.92,465.32
7496,26.48,51.43,1006.76,74.3,438.1
3422,17.46,42.42,1008.97,69.19,469.63
657,13.93,44.47,1025.35,81.54,469.25
8724,7.52,41.66,1015.2,78.41,483.28
6095,27.53,72.58,1009.13,89.06,428.83
1338,10.41,41.01,1020.12,94.27,472.82
2235,14.58,42.99,1007.55,93.56,468.43
5019,28.91,70.72,1009.7,67.5,439.94
6629,19.92,38.52,1018.15,60.68,451.16
2279,22.83,58.62,1017.82,69.76,450.96
444,23.97,68.67,1006.63,76.83,441.53
9032,23.43,54.42,1013.58,70.99,454.86
6900,29.91,76.86,998.59,72.41,432.6
2570,26.41,68.24,1010.6,77.79,428.52
1222,25.12,77.95,1009.26,82.95,433.4
6122,27.07,74.87,1010.09,58.97,440.47
5549,13.11,41.58,1020.43,74.32,460.44
6442,10.61,43.79,1016.03,76.33,480.28
390,22.46,58.49,1011.5,70.54,448.46
6943,23.64,71.25,1004.92,93.87,442.26
192,14.12,40.92,1022.46,73.28,459.76
6924,23.14,51.19,1009.56,77.2,443.87
7461,27.5,49.3,1004.02,59.23,439.77
9173,13.5,41.44,1015.72,68.36,471.34
4610,14.87,41.2,1016.27,70.51,467.01
476,18.86,42.18,1001.16,98.58,457.07
7308,13.32,41.7,1020.22,88.3,451.93
6953,30.75,73.5,1011.02,54.76,429.18
7788,20.35,50.9,1012.6,72.43,453.5
4182,18.44,45.38,1014.3,86.02,461.99
3014,24.43,47.45,1007.68,65.18,446.45
6304,29.73,73.06,1010.27,84.84,432.73
8254,7.99,36.08,1020.08,83.2,481.35
3883,10.91,42.34,1021.83,94.99,470.91
7092,29.24,64.33,1011.5,64.14,440.29
8810,18.22,58.2,1017.09,81.92,451.04
6494,26.75,58.33,1013.55,45.47,444.09
1282,21.29,47.45,1008.85,71.6,447.78
5075,33.38,71.06,1008.1,64.83,430.98
7418,27.22,68.3,1016.84,64.88,436.81
9185,6.81,37.49,1010.74,88.25,482.21
5289,10.06,39.61,1020.69,69.49,478.35
7797,28.93,74.78,1009.48,56.4,437.34
2747,28.69,67.25,1017.71,53.83,432.21
6161,33.68,68.14,1002.75,56.05,427.53
6042,28.82,77.24,1008.35,78.93,433.69
738,25.19,63.94,1012.78,75.15,438.73
6762,8.19,40.69,1019.86,85.23,477.76
6998,11.51,41.06,1021.3,78.11,476.91
819,19.4,39.53,1007.96,63.38,457.17
992,16.34,42.28,1008.08,52.8,463.29
1468,24.3,69.23,1013.17,59.91,440.56
1610,33.12,68.31,1010.3,42.29,441.13
44,16.01,65.46,1014.0,87.68,454.16
1558,29.19,65.71,1013.85,50.5,444.49
541,23.48,60.23,1011.91,79.48,437.44
8538,26.91,65.34,1014.19,50.7,443.6
8410,29.14,67.45,1015.51,46.47,433.34
3079,32.38,77.24,1007.7,61.15,430.96
4762,25.44,63.13,1011.74,77.83,441.91
5713,31.99,53.53,1004.98,53.53,432.43
307,14.38,40.73,1017.48,90.64,462.98
4043,17.45,42.28,1007.64,69.19,463.83
4035,27.74,70.32,1009.58,50.29,433.47
4813,14.07,42.86,1032.16,71.53,467.47
9425,26.81,74.9,1003.99,79.88,435.56
1758,28.82,71.8,1010.97,67.64,436.71
8263,18.53,48.98,1014.24,74.29,452.73
8705,16.09,44.71,1017.86,42.74,464.95
6947,29.6,71.14,1011.46,52.69,430.55
8548,14.81,40.71,1018.54,73.0,467.66
2920,28.88,66.56,1006.26,59.15,426.66
3613,32.2,69.68,1012.12,42.47,437.35
4157,23.84,49.21,1013.35,45.4,446.54
7079,20.43,63.09,1016.46,91.78,445.58
9364,16.77,38.01,1023.04,65.5,460.16
8190,16.88,56.89,1014.01,82.1,457.0
9162,21.73,69.05,1001.31,86.64,439.01
3699,20.35,56.53,1020.23,70.05,456.04
5331,19.89,68.08,1012.65,80.25,448.71
2705,30.26,71.77,1006.24,58.98,429.27
9501,13.47,41.14,1026.09,82.96,463.67
2075,23.09,63.76,1009.82,72.36,443.86
555,21.34,51.61,1010.11,80.7,452.0
6944,17.74,58.33,1013.55,81.8,446.01
8310,25.42,68.08,1011.2,76.58,433.82
2691,11.95,41.48,1013.44,74.83,465.41
5845,25.26,61.08,1013.68,71.72,447.46
3569,22.8,73.17,1011.87,91.57,437.98
5764,20.08,44.6,1014.91,36.27,461.07
6083,14.97,42.28,1007.31,79.25,466.62
3276,21.61,41.54,1014.5,75.62,458.47
2125,28.57,65.27,1013.27,51.11,440.51
650,21.31,42.8,1014.1,75.77,459.84
7934,26.86,72.58,1009.22,88.39,428.69
4527,14.89,39.58,1012.26,77.58,465.95
7536,30.69,71.98,1004.53,65.86,430.33
222,23.07,70.47,1008.64,83.37,439.04
3226,27.66,69.75,1009.71,84.27,439.18
8166,24.21,70.98,1007.02,95.57,441.78
6602,24.31,58.62,1017.29,64.44,449.12
6170,27.87,70.79,1003.96,72.17,428.41
9001,21.11,59.39,1013.87,85.29,446.02
135,18.61,67.71,1004.07,84.49,443.57
3769,17.67,53.16,1013.59,83.31,457.99
5976,11.63,41.5,1013.6,87.11,477.3
8391,25.16,43.21,1011.73,88.69,442.29
5899,17.69,65.46,1013.72,67.28,448.49
950,18.62,65.48,1018.45,73.39,451.94
3402,19.3,56.65,1020.55,70.43,459.1
6181,31.01,69.04,1009.14,52.81,442.07
2657,25.72,72.39,1003.01,86.38,432.77
2288,26.55,69.45,1013.88,55.39,435.64
4261,24.85,58.05,1011.5,70.12,444.53
2337,18.31,52.9,1015.99,66.14,459.61
7310,15.39,39.31,1008.78,66.67,461.39
1185,19.6,48.14,1013.18,68.71,456.57
7376,24.38,60.84,1017.85,62.23,440.85
6737,7.0,35.77,1018.21,64.84,482.8
7498,22.59,70.32,1007.07,74.39,437.39
74,10.25,41.46,1018.67,84.41,479.28
1306,30.58,65.18,1011.61,37.43,437.17
4431,21.85,69.94,1010.89,79.4,443.0
4658,18.53,39.72,1001.26,64.08,457.26
7782,33.08,69.75,1009.03,43.69,434.98
9529,29.75,73.5,1011.13,67.31,433.63
4384,31.3,67.17,1007.27,62.99,433.53
3273,10.5,52.72,1026.32,85.04,468.01
5130,25.51,67.69,1004.53,80.03,433.02
8577,25.31,67.9,1006.34,68.04,440.36
5517,23.17,62.39,1008.04,89.42,439.29
9459,6.17,39.33,1012.57,93.32,491.54
6971,16.57,53.82,1015.17,63.69,462.52
4204,32.78,71.22,1005.12,48.77,438.77
7885,28.51,74.78,1009.84,59.06,434.43
5112,13.95,71.14,1019.76,75.51,461.18
7977,26.66,70.02,1010.88,58.37,439.99
6200,9.44,41.4,1027.64,86.22,473.94
6686,29.33,52.84,1006.04,44.3,438.25
7710,21.53,52.84,1005.06,88.22,444.04
1117,14.13,41.23,994.6,93.02,467.84
9002,8.44,41.17,1019.9,70.72,486.15
3963,18.5,47.45,1009.23,83.21,450.22
5392,29.13,68.3,1014.96,37.08,437.25
4367,15.62,41.23,992.89,83.99,463.21
1440,4.77,39.33,1011.32,68.98,494.91
5809,20.47,63.07,1012.79,88.67,451.71
3167,25.79,63.9,1014.39,60.49,442.7
7049,19.23,45.01,1012.24,72.91,450.77
1059,26.6,63.07,1011.97,61.3,442.25
1528,26.61,72.43,1007.71,75.82,427.61
7417,18.41,44.89,1009.75,77.24,448.88
4932,23.64,70.04,1011.09,83.35,435.21
8966,30.82,76.2,1007.47,59.3,432.22
3326,13.55,40.1,1014.57,81.48,469.57
9046,7.89,40.46,1019.61,74.53,477.27
632,21.11,58.49,1011.6,80.44,449.16
1609,8.86,40.23,1017.57,90.47,478.05
8281,26.68,63.73,1009.7,71.55,439.69
720,26.99,72.99,1008.0,76.1,430.81
1037,27.15,73.9,1007.57,74.42,433.09
9488,19.05,59.21,1017.99,89.53,451.0
6774,16.92,50.9,1013.27,82.97,460.86
3873,15.11,45.01,1014.35,65.03,460.91
5260,10.33,43.99,1020.7,96.68,474.17
1131,29.6,71.94,1007.07,62.65,429.02
6410,29.17,72.99,1006.86,64.92,430.59
8463,20.94,44.89,1009.64,75.14,450.71
7827,22.38,49.3,1003.56,83.83,441.0
6426,8.9,41.4,1030.83,85.63,472.95
5999,32.31,77.95,1010.15,62.17,430.15
3349,29.72,77.95,1014.9,72.73,434.99
2388,6.86,41.38,1021.35,90.78,487.49
2555,26.57,48.06,1013.23,40.24,439.54
7811,28.68,73.77,1004.72,87.01,431.66
3988,25.87,47.01,1014.67,61.87,452.32
7354,33.63,77.54,1009.82,58.04,431.81
1545,18.59,44.63,1003.99,86.22,459.65
5869,22.2,57.17,1009.82,78.43,447.75
1972,14.54,43.14,1010.26,82.98,465.45
1225,12.87,39.3,1019.26,71.55,471.48
3359,19.09,44.63,1019.91,39.32,461.36
2153,16.5,49.39,1018.35,93.42,462.48
3927,6.69,40.64,1020.54,92.83,483.01
144,28.25,57.19,1007.99,67.9,436.99
3967,24.26,69.71,1008.98,81.58,438.6
2018,16.72,44.34,1019.26,63.77,465.89
5073,21.73,50.32,1008.51,84.62,442.1
6018,23.62,67.45,1014.63,59.8,439.45
3793,28.9,60.07,1015.96,45.06,440.62
8364,23.36,56.89,1014.23,78.34,440.51
6948,16.26,44.89,1010.48,86.57,456.86
3080,22.69,64.45,1012.82,45.03,450.65
4376,13.39,44.85,1017.24,80.44,469.18
98,31.1,71.32,1008.09,45.87,437.54
8101,28.33,68.27,1008.09,50.37,432.66
2210,18.91,45.01,1012.9,59.81,456.12
7615,16.65,56.89,1013.52,87.44,452.52
5802,10.82,37.5,1009.23,96.62,473.9
3950,13.74,34.03,1018.69,67.34,470.49
680,26.31,72.39,1001.16,88.43,434.53
6965,19.0,58.95,1018.05,83.38,451.96
4009,21.32,48.14,1016.57,71.81,449.09
4091,14.4,42.99,1010.3,89.72,469.34
7688,18.11,44.85,1014.48,48.94,458.85
2063,26.88,59.21,1013.54,58.13,437.11
4897,18.33,44.34,1019.55,51.69,468.8
4248,22.07,58.95,1017.98,75.83,442.4
3161,15.06,41.85,1016.78,88.23,466.72
1416,13.35,39.18,1023.24,61.98,469.34
1449,16.61,50.9,1013.18,85.26,460.35
3350,7.74,42.49,1009.07,90.11,481.69
4360,9.08,40.02,1031.2,75.34,476.69
4707,22.79,44.57,1007.31,69.36,448.91
5441,8.97,36.24,1013.21,90.77,477.89
6750,27.82,79.74,1008.37,69.46,436.48
9553,13.85,41.39,1018.62,75.55,471.45
7708,14.56,40.89,1010.94,79.57,467.53
7093,7.25,41.14,1024.99,95.85,477.45
