,AT,V,AP,RH,PE
5379,23.36,59.15,1013.71,86.64,442.53
7845,32.46,74.33,1012.61,37.07,427.87
1263,12.64,41.26,1020.79,83.66,465.78
7814,17.33,42.28,1007.97,50.33,462.26
2648,19.82,41.67,1012.92,51.92,456.87
1353,29.83,68.67,1005.33,71.15,434.28
123,21.48,47.43,1006.88,63.54,449.2
7103,12.95,41.23,993.74,96.35,469.05
4751,6.57,39.37,1020.2,77.37,487.94
9447,5.49,38.5,1012.18,79.33,490.84
4815,11.05,40.75,1016.55,87.08,478.07
8187,7.79,42.03,1017.74,91.48,477.26
3906,29.72,54.2,1012.86,38.48,438.84
4937,23.46,59.27,1010.6,79.79,445.57
7910,13.15,42.44,1014.51,99.53,469.34
1217,14.8,44.71,1014.67,41.71,470.77
5304,16.83,46.48,1007.21,87.23,455.64
4,11.8,40.66,1017.13,97.2,464.43
2732,10.46,41.26,1020.65,92.24,473.76
7846,8.94,41.38,1021.5,79.45,479.95
8430,22.19,48.78,1017.84,76.01,446.51
136,16.23,43.72,1009.96,83.01,457.9
6248,26.42,59.27,1012.9,65.38,443.94
4580,27.54,75.6,1018.26,57.89,440.87
5003,30.82,78.87,1012.06,70.69,432.01
181,26.23,59.87,1012.93,66.62,447.16
8901,26.92,68.27,1008.11,61.73,435.17
5815,28.28,69.48,1008.56,61.3,428.75
403,7.51,41.01,1024.61,97.41,477.61
1849,10.94,39.69,1004.5,86.29,459.69
4933,15.0,40.66,1016.28,89.62,456.63
3609,23.68,59.27,1010.75,83.82,440.44
4175,17.17,63.09,1020.54,95.98,446.75
7642,25.44,56.57,1013.8,66.72,444.61
1018,22.21,61.5,1008.34,76.22,445.77
312,30.57,73.03,1013.75,73.68,437.42
4304,29.48,64.69,1006.44,64.46,435.09
3542,14.58,42.07,1017.9,86.14,460.66
5688,25.33,71.32,1007.05,85.31,434.68
201,25.56,50.05,1005.67,69.29,442.49
8511,4.44,38.44,1016.14,75.35,486.53
7824,27.59,54.2,1013.1,51.61,439.31
5341,32.56,68.14,1004.02,35.04,425.11
5600,21.24,60.84,1017.99,82.22,445.71
4111,25.41,48.06,1013.12,46.52,444.01
6516,14.82,44.58,1020.13,74.88,473.17
681,14.85,58.59,1014.04,89.85,454.62
7008,33.95,68.14,1002.33,48.98,427.25
2813,22.1,68.63,1015.19,59.05,449.54
2883,18.05,56.03,1020.69,77.87,459.09
234,9.35,44.03,1011.02,88.11,476.25
7728,19.46,66.86,1012.74,66.2,454.89
6623,24.85,68.37,1006.5,68.37,442.66
1051,25.95,59.92,1010.05,76.05,443.93
9159,24.57,72.24,1011.44,79.19,434.93
7056,23.83,50.32,1008.41,72.23,445.17
7876,27.37,76.2,1006.03,67.07,435.64
8580,23.38,48.78,1019.03,78.69,446.18
2402,27.96,49.16,1004.8,35.64,442.49
5357,17.54,44.58,1016.56,79.0,465.51
3196,26.08,52.3,1007.03,63.34,442.44
1789,18.06,65.48,1018.79,77.95,454.34
8462,28.31,74.34,998.42,79.23,431.95
2326,25.44,69.59,1008.22,80.73,433.97
2139,14.51,44.84,1023.23,82.33,465.09
4331,32.22,70.8,1009.9,62.03,433.07
8595,14.81,43.69,1017.19,71.9,470.71
4359,13.72,44.47,1027.2,68.89,470.66
5398,21.04,50.32,1008.41,90.19,446.33
6786,13.42,40.78,1025.03,77.51,459.04
5027,30.34,68.08,1010.85,49.4,428.34
3694,15.03,40.66,1016.58,84.08,459.46
6400,12.41,41.16,1017.45,93.64,464.08
9479,8.61,37.49,1009.35,82.62,477.13
8235,15.71,39.3,1019.2,62.28,462.84
7903,8.23,40.77,1011.92,90.59,479.24
6793,17.55,48.78,1016.81,91.27,455.11
9562,13.79,42.07,1018.27,88.06,462.25
1277,13.46,39.85,1012.76,72.94,472.5
2500,25.79,75.6,1017.46,75.63,434.65
2559,27.34,71.64,1008.12,72.22,438.76
4388,25.49,47.45,1007.89,57.04,444.52
9137,23.34,73.5,1011.43,89.74,441.14
271,29.53,70.94,1007.22,70.68,432.43
3130,19.48,63.09,1019.28,78.04,449.6
6536,13.41,45.0,1021.65,45.24,478.96
8163,26.24,49.82,1014.9,55.58,452.41
1244,29.53,64.44,1013.22,59.75,440.1
3439,15.97,45.01,1016.58,83.24,456.91
4368,17.35,52.72,1026.31,58.01,463.65
5599,24.14,69.23,1012.4,73.26,433.92
7467,17.96,47.83,1005.0,85.72,454.59
7902,18.4,50.16,1011.51,98.07,453.78
7640,25.02,59.92,1009.9,76.27,436.64
1859,10.54,41.93,1016.64,93.52,479.65
4854,21.28,70.72,1010.29,86.22,445.54
1939,18.16,39.99,1007.73,70.54,463.69
6646,21.12,62.52,1015.62,78.98,450.93
8275,15.04,38.01,1022.46,78.29,468.12
6244,22.74,58.12,1015.16,79.58,447.86
1053,32.45,66.44,1011.21,50.18,429.99
9515,25.94,66.49,1012.83,61.81,433.38
4743,19.12,44.85,1014.66,43.66,463.71
4288,24.31,67.79,1010.64,76.15,444.72
5783,13.09,43.02,1013.17,46.73,470.14
747,9.36,44.03,1010.3,87.2,474.68
6165,27.5,65.59,1011.23,65.37,441.27
2717,29.27,64.69,1006.85,55.79,438.23
3552,29.09,75.33,1001.61,71.06,433.29
8116,9.93,40.67,1018.08,69.74,485.23
2532,18.94,46.93,1010.22,75.45,441.41
1764,12.77,40.71,1014.66,72.81,471.59
8519,25.34,65.61,1014.61,57.51,442.82
4411,14.54,42.77,1019.61,81.82,466.37
1068,27.54,74.22,1007.44,75.91,430.72
2393,25.16,54.2,1012.69,58.02,441.99
3362,14.47,42.99,1009.78,91.15,469.0
5875,16.5,44.63,1020.58,64.11,458.78
1476,12.35,41.38,1021.99,55.38,474.94
1865,28.59,75.08,1005.58,60.3,442.7
6771,10.59,37.5,1013.14,81.56,471.38
2317,7.45,43.13,1019.31,86.32,485.6
1,23.64,58.49,1011.4,74.2,445.75
4666,32.91,73.56,1007.02,55.03,434.03
5353,17.82,65.94,1013.44,88.13,452.82
4570,12.6,41.5,1013.07,86.22,472.45
7415,14.47,48.14,1017.28,87.36,457.45
9236,3.99,39.9,1009.74,96.81,490.91
2577,21.45,45.09,1013.83,52.26,453.15
7566,24.84,56.89,1012.15,67.24,440.36
6192,17.32,44.34,1019.52,56.24,468.8
2719,31.95,70.8,1008.38,66.26,432.79
3645,22.79,71.77,1005.75,90.91,435.53
821,17.16,40.55,1000.26,72.21,461.58
9144,9.77,44.68,1023.37,91.4,477.56
1664,26.08,48.6,1003.61,57.8,438.61
3100,17.29,42.86,1014.38,72.3,464.27
4876,24.72,68.67,1006.74,79.02,443.06
2607,7.05,43.65,1018.41,72.36,480.47
8351,13.08,42.32,1016.63,83.72,462.41
3183,12.24,41.62,1013.38,90.26,461.23
3663,23.14,58.95,1017.52,66.25,442.27
1430,28.53,49.3,1003.83,59.69,438.17
5005,21.91,58.62,1015.95,72.87,450.23
7219,25.14,64.63,1020.63,54.0,446.63
7268,5.84,43.02,1013.88,87.42,489.05
4295,24.6,75.23,1012.04,76.77,434.07
6270,30.64,74.87,1009.44,59.01,437.43
2778,12.85,40.92,1023.04,84.04,461.05
4149,16.05,38.28,1014.38,73.89,466.75
1790,26.05,44.89,1009.83,56.36,443.18
4032,9.59,40.11,1026.05,74.27,470.71
5508,27.09,49.3,1003.93,61.0,437.44
5228,13.21,40.03,1018.12,82.98,469.75
3132,23.03,59.04,1011.85,81.24,444.85
3560,18.0,53.16,1013.02,82.47,455.69
8923,18.19,41.85,1014.93,61.37,466.86
4405,15.52,40.0,1017.0,66.27,454.14
3927,6.69,40.64,1020.54,92.83,483.01
4604,14.65,41.92,1030.61,63.07,464.95
4602,24.91,52.3,1008.72,68.26,441.15
1175,9.83,38.56,1017.35,62.8,480.47
1892,12.85,41.14,1027.04,86.29,464.86
5374,8.49,39.61,1021.05,87.74,483.94
3592,22.96,70.79,1005.68,93.93,434.47
1910,9.86,37.83,1005.05,100.15,472.46
2786,32.06,69.88,1006.88,63.53,432.47
7553,11.06,37.92,1008.76,67.32,473.16
3379,16.38,55.5,1019.8,82.44,464.58
3650,29.39,68.24,1009.06,66.76,427.96
1672,21.26,60.84,1018.43,78.83,446.08
4990,25.09,71.58,1010.17,86.01,434.51
4106,18.68,43.69,1016.68,48.88,463.02
4485,23.97,62.44,1013.64,88.5,442.46
4430,20.78,58.86,1016.02,77.29,446.2
2554,34.43,68.51,1010.17,34.09,431.39
6844,12.04,43.69,1016.58,80.16,474.97
958,28.85,59.27,1011.69,51.8,440.3
1778,30.36,69.82,1010.02,54.22,439.05
1146,17.9,52.08,1006.41,100.09,451.94
678,24.39,63.21,1012.59,80.88,446.4
7669,27.82,76.09,1007.83,76.07,434.52
5554,14.94,41.35,1004.82,98.04,466.73
7074,10.35,44.2,1018.46,88.6,478.36
5471,15.28,48.14,1012.55,69.65,460.75
3397,26.45,64.27,1013.23,60.92,444.9
1759,9.27,36.3,1026.93,72.13,479.66
9166,35.2,73.56,1006.56,45.72,434.37
8006,24.47,75.23,1012.43,75.25,441.07
2322,24.87,65.75,1006.45,65.75,435.6
1262,6.1,40.07,1020.21,67.24,494.43
2262,19.11,50.16,1010.88,100.09,450.38
1410,29.91,70.02,1010.18,64.1,437.63
1248,16.61,25.88,1009.34,65.47,460.97
6169,14.26,42.86,1011.33,88.37,471.19
2864,6.9,40.71,1021.78,94.8,471.43
5203,25.66,71.77,1006.76,84.76,429.25
8474,25.74,59.07,1007.37,79.89,441.05
1450,15.29,41.35,1006.32,82.56,466.27
2910,13.8,40.2,1013.12,90.59,466.29
4186,30.67,77.95,1015.28,61.67,435.96
7367,13.42,40.92,1022.84,75.89,458.49
2596,22.07,50.78,1008.6,61.33,449.96
5714,25.21,69.48,1010.99,75.27,436.02
6768,9.6,42.03,1017.66,92.27,474.65
3260,15.56,40.12,1013.72,89.78,461.21
2822,16.75,36.99,1006.42,87.18,464.18
4094,26.04,68.08,1010.82,75.58,430.32
4873,30.75,71.25,1000.07,65.47,431.93
8680,9.96,41.26,1022.9,83.83,475.21
2611,19.54,54.9,1017.15,70.37,455.86
7129,7.92,36.08,1021.01,81.84,482.98
2527,14.72,39.0,1016.42,76.42,464.93
5969,27.19,62.91,1011.57,53.66,444.8
7375,22.26,60.77,1018.26,85.94,442.58
4952,12.93,45.51,1015.27,87.27,469.83
4449,12.36,41.74,1020.58,69.24,477.16
5481,26.19,65.61,1014.51,54.52,443.73
8990,23.19,58.82,1009.96,81.05,446.44
6716,9.23,39.66,1019.44,76.11,481.77
5312,13.48,41.92,1030.2,65.96,463.9
8318,9.37,44.77,1020.61,87.31,474.41
5585,13.03,42.86,1014.39,86.25,475.03
2437,13.38,40.12,1013.92,96.96,468.15
612,8.64,41.66,1014.14,80.44,481.89
3191,30.37,76.09,1006.95,65.93,435.01
5904,10.53,41.26,1007.48,98.74,475.96
6848,8.51,39.96,1026.34,96.1,475.96
7641,32.51,71.22,1005.62,47.6,433.76
5298,29.77,67.07,1005.82,48.38,433.89
9158,26.12,49.02,1008.63,72.04,438.52
5876,6.86,38.08,1019.62,77.37,486.92
2135,6.65,39.33,1011.29,92.85,490.41
1639,26.93,75.23,1010.19,62.12,434.1
4056,21.54,66.54,1004.99,92.87,440.8
7928,25.61,60.32,1015.77,56.48,443.96
5459,14.63,41.23,998.96,86.4,466.36
8707,20.35,67.71,1005.85,63.97,446.42
2814,25.0,69.71,1009.23,80.92,438.38
633,30.47,77.3,1002.13,63.7,434.68
1570,13.83,44.45,1021.5,68.75,462.6
2722,25.35,66.56,1008.75,66.88,436.51
2609,26.3,59.07,1007.84,78.32,441.94
8260,3.31,39.42,1024.05,84.31,487.19
5377,11.72,39.18,1024.19,68.53,468.98
341,34.33,69.05,1000.89,37.9,430.56
8670,13.52,39.39,1012.91,84.03,474.82
4576,28.5,71.32,1002.54,69.35,435.7
212,6.14,38.5,1012.4,75.35,489.26
9026,27.2,72.43,1006.75,80.67,430.32
6873,6.9,40.62,1018.48,78.84,479.97
3248,26.48,69.14,1009.31,84.11,435.76
6217,27.4,77.24,1007.65,78.13,435.74
6904,20.03,62.26,1012.15,82.54,447.4
5860,23.15,69.48,1011.07,85.83,436.16
1066,11.02,38.28,1013.51,95.66,472.11
9412,28.9,71.25,1000.73,77.24,431.52
8573,11.56,39.28,1011.27,82.05,477.71
9110,27.58,65.27,1013.51,50.43,441.3
8817,21.25,66.86,1012.99,60.65,455.72
6748,14.48,40.89,1011.39,82.18,470.44
8131,25.96,68.08,1010.86,67.07,435.84
9313,22.18,59.39,1014.82,85.31,440.94
2518,7.84,40.07,1016.68,47.63,488.7
1501,23.55,65.12,1016.23,66.65,446.44
2588,7.82,41.16,1023.3,87.7,475.66
1052,11.21,40.75,1016.45,86.14,479.2
3790,25.14,69.13,1011.15,85.67,433.95
8774,18.95,46.21,1013.47,81.22,457.58
8602,12.57,39.16,1016.53,88.91,476.2
6309,16.37,53.16,1014.89,74.84,459.52
8331,26.7,49.02,1007.68,67.97,438.92
4197,25.86,60.32,1015.91,53.37,446.58
4246,24.04,68.94,1007.62,69.11,437.13
9443,24.61,69.68,1012.06,92.47,438.51
8576,24.77,48.92,1010.25,47.04,448.25
7309,29.54,72.29,1011.0,42.0,443.79
8546,9.82,39.96,1024.72,97.69,471.96
1912,22.53,58.62,1016.28,72.78,449.02
4371,23.62,73.67,1007.0,90.8,438.33
1521,19.24,58.33,1013.65,85.47,449.26
7019,15.62,35.4,1016.19,53.95,467.95
7589,20.32,67.71,1007.42,63.71,446.22
7639,29.25,66.51,1015.53,33.65,441.7
4913,15.75,39.16,1016.31,77.99,468.87
873,29.64,67.79,1009.99,51.23,440.74
8039,26.66,73.56,1006.9,99.27,433.62
6518,14.3,41.93,1020.6,65.38,471.32
215,16.37,36.99,1006.37,90.11,463.76
9564,33.41,77.95,1010.3,59.72,432.9
4720,19.05,53.16,1013.22,82.8,455.76
919,9.41,41.54,1019.48,82.19,481.59
9210,18.15,41.67,1012.75,52.69,464.44
5841,17.51,41.85,1016.25,72.03,465.05
1518,18.28,60.1,1009.72,85.79,452.93
2580,9.86,41.01,1018.49,98.71,467.37
6399,26.06,54.5,1015.52,67.12,451.67
3841,8.57,40.69,1020.87,84.15,485.18
5949,10.79,39.82,1012.89,88.25,479.92
3098,10.07,40.92,1021.84,84.18,471.71
3583,18.85,41.1,1001.95,61.75,462.4
1245,8.48,36.18,1013.31,75.15,480.63
2852,27.86,63.07,1011.11,56.81,440.48
756,18.23,60.95,1016.74,78.85,455.53
6627,13.56,40.75,1016.05,74.64,474.26
8806,15.43,41.1,1005.2,85.06,467.21
3764,23.0,66.05,1020.61,80.29,421.57
4647,11.26,39.35,1015.47,99.28,471.83
5705,11.79,45.09,1013.16,89.17,469.49
6241,25.14,73.67,1006.94,88.51,430.89
2980,26.35,59.44,1012.16,63.73,443.73
8734,26.45,47.43,1008.87,53.25,442.12
2959,18.91,43.14,1013.56,58.34,460.19
1807,7.5,38.06,1021.96,83.45,485.98
2040,9.3,43.14,1010.99,88.12,477.02
3479,17.67,43.7,1015.26,58.76,465.06
1165,21.24,44.3,1014.34,83.39,444.0
4509,17.06,52.9,1019.76,80.9,460.82
6525,10.33,40.6,1015.0,88.62,478.3
8699,11.57,39.72,1002.26,78.69,474.72
1845,13.06,44.2,1018.95,85.68,469.02
471,24.88,63.91,1009.41,77.75,447.28
6136,5.54,41.38,1020.47,82.91,490.07
8545,9.71,42.44,1014.29,94.03,481.03
4894,34.48,74.34,1000.91,42.61,433.94
1300,31.49,73.5,1010.71,40.16,432.13
4309,12.37,46.97,1013.95,90.76,464.4
7332,29.8,69.34,1009.36,64.74,437.65
2916,24.18,58.49,1011.3,77.82,445.49
1478,25.13,51.95,1005.42,62.05,447.7
8634,15.3,38.62,1017.19,70.63,462.65
8078,10.9,40.67,1016.66,65.09,482.4
1721,18.76,56.53,1020.04,86.62,452.5
2061,28.68,61.86,1011.78,62.67,440.57
3837,20.3,44.9,1008.25,64.08,457.6
6588,18.89,58.66,1010.96,84.07,453.33
5335,15.24,48.6,1007.08,86.49,459.85
6491,22.84,61.87,1010.63,51.67,442.72
8128,26.11,73.17,1009.8,65.18,434.94
5650,15.09,40.89,1010.15,92.0,466.47
9363,14.66,41.66,1012.89,62.41,466.87
3986,13.49,44.47,1030.46,69.49,466.66
4410,27.88,63.87,1017.79,40.0,443.24
4826,13.02,45.51,1015.24,80.05,468.46
2334,21.92,48.14,1013.44,67.8,449.65
4046,31.12,68.14,1003.67,67.36,427.06
6602,24.31,58.62,1017.29,64.44,449.12
3210,14.35,49.83,1006.39,91.23,462.54
4178,12.24,34.03,1018.44,69.27,474.18
2946,12.25,48.79,1017.44,88.91,469.52
8664,23.35,59.92,1009.86,88.6,439.82
8324,16.15,44.21,1020.76,85.41,462.02
508,21.47,58.79,1017.0,76.97,446.33
2955,18.74,45.09,1014.24,41.54,456.25
2655,23.63,73.18,1012.29,88.81,437.7
7159,13.26,41.78,1009.77,61.69,467.78
122,23.39,71.25,1005.22,93.7,435.68
5148,16.98,44.85,1015.48,51.77,464.27
3258,5.78,45.87,1012.65,88.8,483.27
9234,16.37,44.0,1024.61,78.26,460.14
2799,22.63,57.17,1009.83,77.43,433.54
8917,25.76,73.5,1011.44,81.36,437.0
986,26.22,49.82,1015.48,55.8,454.2
5755,18.6,41.67,1013.07,64.23,458.91
940,10.19,44.63,1020.58,91.64,472.45
3360,7.64,43.79,1016.17,84.45,486.01
8175,28.33,64.96,999.71,69.66,427.42
4583,7.49,39.81,1018.2,85.96,483.71
5248,22.61,50.32,1008.41,79.4,444.74
9106,20.08,62.52,1017.99,75.74,450.98
3760,30.3,71.98,1004.4,55.6,426.52
2710,24.82,66.54,1010.0,60.36,440.88
8625,22.24,69.23,1011.83,79.37,441.9
4837,24.13,48.98,1014.74,40.13,460.38
6934,9.15,39.61,1018.69,84.47,475.64
7818,13.01,41.17,1017.26,76.2,469.48
8345,16.32,50.88,1013.37,97.19,458.28
276,7.01,37.8,1021.47,62.84,483.95
6487,16.85,42.24,1017.43,66.01,472.63
1615,17.9,67.71,1004.3,89.59,449.73
4684,8.23,41.01,1022.89,98.03,474.52
7565,21.19,74.93,1015.75,80.84,443.29
8076,7.87,41.17,1020.33,77.77,486.2
2375,23.14,63.94,1017.49,53.19,446.57
8541,13.41,49.83,1008.83,87.14,466.38
8724,7.52,41.66,1015.2,78.41,483.28
2654,29.45,74.16,1010.49,64.87,438.11
1074,26.86,70.47,1007.18,72.38,434.59
7372,21.26,51.43,1009.96,80.66,455.45
2154,26.29,68.24,1010.71,76.95,429.71
7699,20.54,59.39,1014.07,84.15,445.41
3617,30.66,70.98,1007.6,72.08,435.66
1863,11.89,40.64,1021.29,97.16,476.99
8298,9.55,40.67,1018.56,70.72,486.34
7200,17.9,43.72,1008.64,74.73,452.55
9007,31.01,69.13,1000.93,62.96,425.69
7364,27.09,73.5,1011.34,76.06,434.31
4614,27.16,56.85,1012.07,39.05,437.4
2702,11.65,41.54,1020.09,67.96,476.4
155,13.97,52.05,1012.05,85.36,463.64
6305,26.93,72.99,1007.33,78.85,433.18
8939,15.43,39.16,1016.44,79.8,470.74
486,15.3,43.67,1011.75,95.31,468.14
2628,29.07,72.51,1009.24,58.38,439.8
6890,23.45,51.95,1005.23,76.17,449.07
8204,28.31,66.17,1009.75,72.66,444.51
7281,24.48,69.13,1002.88,69.43,432.71
142,23.77,61.87,1009.8,54.83,445.72
4557,11.76,39.28,1016.9,91.06,478.07
3395,21.3,41.1,1001.86,42.75,455.13
859,21.44,60.32,1015.2,81.1,448.84
5810,26.37,69.84,1002.71,83.51,428.6
3611,11.18,39.61,1018.56,68.0,468.75
2794,6.62,42.49,1008.74,94.57,482.74
665,18.35,57.76,1019.64,77.94,458.41
7490,28.19,68.08,1013.41,43.93,436.43
420,23.49,47.45,1008.46,66.18,446.72
3576,25.96,60.32,1016.17,55.51,443.44
7335,19.07,44.63,1020.23,44.93,456.37
4927,14.79,47.83,1007.27,92.04,463.22
8494,14.79,44.06,1018.53,74.79,465.77
5074,7.64,40.02,1031.58,71.19,479.43
1553,5.85,40.77,1022.44,84.77,480.59
5914,12.74,39.13,1008.19,94.81,468.57
8512,31.02,69.51,1011.16,47.64,431.15
7519,23.76,51.19,1009.69,70.87,442.9
1597,11.82,41.17,1019.5,55.74,475.61
7532,18.88,43.69,1016.77,46.88,464.63
1526,22.51,66.49,1014.59,63.03,453.08
877,17.72,48.14,1013.26,65.09,457.44
5336,5.68,40.35,1012.11,92.86,486.79
543,29.13,66.56,1006.63,52.85,439.31
4893,27.24,71.25,1000.5,86.28,430.94
5371,21.76,47.93,1005.34,86.28,444.77
2898,18.2,49.39,1018.83,96.3,455.86
718,27.21,67.45,1013.83,43.26,436.47
9108,25.89,63.56,1013.82,64.51,443.82
8761,6.48,36.24,1013.62,92.03,484.65
9533,15.67,45.17,1018.73,94.74,462.09
6397,13.19,44.88,1017.61,94.95,467.68
115,28.86,49.3,1003.93,52.85,435.75
8327,26.2,72.24,1011.3,78.29,432.65
3776,21.61,58.62,1017.61,76.07,449.11
833,10.74,43.67,1011.75,80.1,477.32
1061,19.97,50.78,1008.75,92.7,446.57
689,10.74,40.92,1021.74,94.97,466.77
8987,26.2,60.07,1014.75,59.41,440.89
2253,26.1,66.25,1009.25,84.52,441.53
7540,9.96,39.66,1015.23,82.98,480.6
7116,16.9,54.3,1017.97,60.57,460.57
8596,30.58,70.04,1010.4,48.16,431.59
1919,14.01,39.0,1016.73,79.23,466.7
559,8.83,36.25,1028.86,85.6,478.45
9496,23.74,63.9,1014.73,81.9,445.47
95,26.63,64.44,1012.66,61.19,442.0
7779,23.22,59.15,1014.58,75.18,443.7
7134,29.54,69.48,1008.91,56.07,427.82
929,12.17,41.58,1013.89,88.98,463.03
5569,27.44,59.74,1010.99,56.42,452.0
1235,17.01,50.9,1013.23,82.03,460.14
5311,31.54,71.06,1008.4,71.77,431.87
8818,11.46,39.3,1019.53,76.86,475.51
7227,28.63,66.56,1005.88,64.73,427.35
8466,11.64,38.25,1013.33,85.79,472.34
5596,24.79,67.83,1009.32,61.46,438.36
2081,22.86,60.08,1017.2,67.11,452.34
7463,16.11,44.92,1025.37,79.85,460.99
7183,6.49,38.68,1017.94,64.81,485.95
7437,7.35,41.66,1015.55,79.67,485.35
6308,32.41,67.83,1008.54,55.96,426.85
7208,32.26,73.68,1014.75,60.9,426.48
4067,22.26,44.89,1009.51,78.93,447.07
3375,27.94,49.16,1004.22,35.46,436.75
7600,28.7,71.64,1007.11,69.85,436.58
1163,16.84,56.03,1020.25,70.37,437.14
2116,23.72,70.47,1010.65,75.39,438.5
3578,23.67,63.86,1019.67,57.95,441.73
5663,22.22,48.98,1015.87,53.18,447.1
433,29.35,69.04,1008.55,61.78,445.04
5656,34.29,68.51,1009.58,32.25,427.62
6680,33.34,69.88,1007.65,42.72,437.84
7044,29.17,74.34,1004.51,82.02,433.03
3078,25.73,66.54,1010.07,55.97,437.07
8644,13.83,41.23,993.31,93.94,466.2
323,24.06,69.94,1005.47,60.46,436.88
74,10.25,41.46,1018.67,84.41,479.28
1088,11.91,40.69,1014.41,83.71,476.71
6863,22.83,65.18,1012.24,79.74,442.43
425,5.15,45.87,1008.02,98.36,479.61
8974,15.78,43.99,1022.19,83.7,461.07
1564,13.93,42.86,1032.37,71.11,468.88
5825,28.18,64.84,1009.22,56.04,443.65
5830,29.45,70.02,1010.28,65.93,437.82
7184,19.26,65.61,1015.03,85.74,451.85
7446,21.43,63.94,1012.68,99.68,445.29
741,18.63,45.87,1007.98,79.9,453.79
2213,23.62,56.85,1011.11,64.44,442.96
4080,13.82,42.32,1016.32,81.19,463.06
594,26.49,78.92,1010.82,83.42,434.91
8708,23.04,64.27,1014.29,80.23,439.67
7963,16.71,42.99,1007.72,75.35,465.09
5679,28.28,61.86,1012.07,64.49,439.65
844,9.64,39.85,1012.9,83.82,478.37
2337,18.31,52.9,1015.99,66.14,459.61
4426,23.21,63.94,1013.56,80.23,446.11
259,17.08,40.12,1012.17,81.5,457.81
1540,22.03,64.69,1007.21,75.75,440.92
7299,14.43,38.28,1014.76,79.76,467.12
16,18.14,43.56,1012.83,47.1,461.71
8503,27.56,65.59,1010.88,66.47,439.64
6953,30.75,73.5,1011.02,54.76,429.18
5007,9.57,52.75,1022.32,75.4,470.93
5321,23.19,42.67,1007.83,63.31,446.95
3792,19.44,39.53,1006.99,63.18,457.09
2130,12.91,42.07,1018.4,86.5,466.05
7050,28.72,68.14,1005.82,46.52,443.26
9394,28.88,71.98,1005.37,74.24,428.61
6370,25.04,70.47,1006.82,84.75,433.1
7525,23.95,59.92,1010.15,86.37,435.92
2300,21.81,60.27,1015.93,91.38,441.85
5474,26.06,49.02,1007.59,74.08,437.9
230,27.49,71.94,1008.25,68.29,428.27
2887,27.38,59.21,1012.74,53.53,437.78
315,22.12,47.93,1005.5,84.47,443.41
6128,22.78,62.44,1011.79,75.43,446.12
1228,29.23,77.3,1002.71,65.24,438.05
5970,7.96,38.91,1016.35,89.17,482.17
6380,27.33,66.17,1011.06,64.55,443.89
4525,13.88,39.16,1010.8,75.69,464.37
1192,29.56,71.14,1011.42,53.18,432.09
4584,9.92,40.64,1020.39,95.41,469.65
3292,26.01,61.47,1009.54,75.01,435.78
8567,17.32,42.24,1017.35,62.96,472.33
2261,9.88,39.66,1017.81,76.05,480.05
2042,17.68,40.89,1011.24,61.37,462.08
4555,23.86,66.54,1005.23,90.89,432.17
1617,26.38,69.88,1008.42,86.25,432.25
7721,12.65,41.93,1023.07,65.05,479.53
3644,8.81,43.56,1014.99,81.5,482.52
1470,30.01,73.18,1012.23,60.9,429.84
460,28.15,72.99,1007.62,70.03,431.83
7028,20.3,48.41,1007.48,89.66,446.68
3770,24.62,58.66,1011.43,56.61,449.8
8826,20.61,65.61,1014.91,83.82,449.72
2586,19.4,64.63,1020.38,81.1,453.84
1751,19.46,42.04,1011.3,60.45,466.24
1031,12.62,34.03,1019.06,74.78,471.55
6673,17.3,62.1,1020.28,88.06,450.83
5811,18.95,42.23,1013.01,79.4,462.73
8218,28.55,65.27,1013.34,48.95,437.62
7252,26.97,71.58,1010.13,75.16,433.88
4095,24.67,58.05,1011.31,69.95,444.57
901,23.96,51.3,1011.81,71.81,451.11
6645,8.22,41.03,1021.76,82.97,485.5
704,25.18,71.98,1006.71,89.86,432.88
34,31.96,71.29,1008.39,47.51,433.04
4787,29.22,75.23,1010.49,48.73,438.57
1514,26.98,70.94,1007.99,68.16,434.73
7078,19.66,51.43,1010.17,84.19,459.12
3606,30.19,68.08,1010.95,50.34,431.25
7259,19.77,65.06,1016.22,74.95,448.26
3987,24.65,63.86,1018.37,56.15,442.89
233,28.69,67.25,1017.71,44.6,436.21
2085,27.43,64.96,999.72,67.94,431.21
3974,5.98,41.31,1001.66,89.5,484.51
1802,19.04,43.43,1009.25,68.74,453.32
3890,23.93,64.45,1015.35,54.71,449.97
9341,8.94,41.74,1022.55,90.74,483.53
3101,14.6,39.31,1011.11,72.52,464.16
8732,27.67,59.14,1016.51,61.2,433.37
348,26.66,64.27,1012.83,58.88,437.87
4842,28.44,74.93,1013.88,52.0,441.52
385,34.33,74.34,1001.74,42.75,435.76
5927,11.02,39.96,1025.64,93.58,467.41
5753,21.12,49.15,1021.29,52.9,456.92
6352,23.03,68.08,1012.63,70.37,441.71
3985,21.78,47.43,1007.88,66.68,446.79
3267,25.15,71.14,1011.68,70.33,434.99
3217,20.45,48.41,1010.81,86.7,444.69
4776,8.86,40.8,1028.18,91.0,483.36
5890,27.11,69.75,1009.74,85.67,433.28
8799,9.21,39.72,1019.54,74.44,478.96
6318,12.23,41.58,1018.76,87.66,464.45
7547,18.58,63.78,1016.24,78.74,453.96
8350,23.92,61.87,1009.63,54.16,441.15
