,0,1,2,3,4,5,6,7,8,9,y
6519,6519,2.01,Premium,F,SI2,60.3,60.0,8.11,8.08,4.88,16881
6520,6520,1.07,Ideal,I,VS1,62.2,58.0,6.52,6.57,4.07,5103
6521,6521,0.33,Fair,F,VVS2,65.7,54.0,4.37,4.3,2.85,693
6522,6522,2.5,Ideal,J,SI2,64.0,55.0,8.56,8.48,5.46,14502
6523,6523,1.03,Fair,H,SI2,66.3,57.0,6.35,6.25,4.18,3749
6524,6524,0.41,Very Good,G,SI2,63.4,58.0,4.73,4.7,2.99,784
6525,6525,0.24,Very Good,D,VS2,61.4,60.0,3.98,4.0,2.45,373
6526,6526,0.71,Good,F,VS2,63.8,58.0,5.64,5.61,3.59,2801
6527,6527,0.35,Ideal,G,VVS2,61.0,57.0,4.54,4.58,2.78,798
6528,6528,0.45,Premium,F,VS2,61.4,60.0,4.93,4.87,3.01,945
6529,6529,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,942
6530,6530,0.56,Ideal,E,VS2,61.9,56.0,5.32,5.27,3.28,1915
6531,6531,0.25,Very Good,E,VVS2,62.2,58.0,4.03,4.11,2.53,548
6532,6532,0.6,Premium,H,SI1,62.4,58.0,5.4,5.34,3.35,1170
6533,6533,1.01,Premium,G,SI2,63.0,58.0,6.34,6.29,3.98,4038
6534,6534,0.7,Good,G,VS1,65.1,58.0,5.56,5.59,3.63,2803
6535,6535,0.23,Very Good,E,VVS1,62.5,54.0,3.94,3.96,2.47,478
6536,6536,0.32,Ideal,E,VVS2,62.4,56.0,4.43,4.39,2.75,1109
6537,6537,0.57,Ideal,H,VS2,61.5,57.0,5.35,5.38,3.3,1759
6538,6538,0.32,Ideal,G,VVS2,62.2,55.0,4.41,4.43,2.75,730
6539,6539,1.2,Premium,F,I1,62.9,58.0,6.86,6.79,4.29,2360
6540,6540,0.31,Premium,F,SI1,60.7,58.0,4.38,4.35,2.65,663
6541,6541,1.1,Ideal,G,VVS2,61.0,56.0,6.69,6.73,4.09,9856
6542,6542,2.01,Ideal,H,SI2,60.1,57.0,8.24,8.2,4.94,15562
6543,6543,0.59,Premium,H,SI1,62.2,59.0,5.38,5.32,3.33,1106
6544,6544,1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,5184
6545,6545,0.32,Ideal,H,VVS1,61.6,56.0,4.39,4.41,2.71,730
6546,6546,0.8,Very Good,D,SI2,63.7,57.0,5.87,5.9,3.75,2708
6547,6547,0.31,Ideal,H,VVS1,61.5,56.0,4.34,4.38,2.68,707
6548,6548,0.7,Premium,H,SI2,61.3,61.0,5.67,5.62,3.46,1749
6549,6549,0.41,Premium,F,VS2,60.3,58.0,4.8,4.85,2.91,863
6550,6550,1.02,Premium,H,VS2,61.8,58.0,6.49,6.43,3.99,5241
6551,6551,0.31,Ideal,D,VS2,61.5,56.0,4.35,4.36,2.68,734
6552,6552,1.37,Ideal,F,VS1,59.6,57.0,7.28,7.22,4.32,11649
6553,6553,1.05,Ideal,H,SI2,60.6,57.0,6.59,6.55,3.98,3234
6554,6554,1.01,Premium,F,VS2,62.5,59.0,6.41,6.32,3.98,7062
6555,6555,0.5,Fair,F,SI1,66.5,59.0,5.01,4.91,3.3,994
6556,6556,0.43,Premium,H,SI2,61.8,59.0,4.86,4.85,3.0,887
6557,6557,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1698
6558,6558,1.02,Very Good,G,SI2,63.1,60.0,6.41,6.34,4.02,4370
6559,6559,1.0,Very Good,E,VS1,59.4,56.0,6.53,6.56,3.89,7367
6560,6560,0.57,Ideal,E,VVS2,62.5,54.0,5.35,5.28,3.32,2372
6561,6561,0.73,Ideal,E,VS1,62.5,57.0,5.73,5.76,3.59,3235
6562,6562,0.7,Very Good,H,VS1,62.2,57.0,5.67,5.72,3.54,2145
6563,6563,1.52,Premium,G,I1,61.7,58.0,7.43,7.34,4.56,3820
6564,6564,1.52,Fair,I,SI1,64.6,58.0,7.24,7.21,4.68,7746
6565,6565,0.33,Ideal,F,VVS1,62.4,55.0,4.4,4.42,2.75,955
6566,6566,0.75,Very Good,E,SI1,63.1,56.0,5.78,5.7,3.62,2868
6567,6567,1.02,Good,G,VS2,63.6,57.0,6.38,6.41,4.07,5816
6568,6568,0.71,Very Good,F,SI1,63.0,55.0,5.65,5.71,3.58,2416
6569,6569,0.7,Ideal,F,SI2,62.6,53.0,5.72,5.69,3.57,2011
6570,6570,1.0,Premium,E,VS1,58.7,62.0,6.6,6.55,3.86,7392
6571,6571,0.9,Fair,E,SI1,64.9,56.0,6.12,6.18,3.99,3743
6572,6572,1.21,Ideal,G,VS2,61.7,56.0,6.85,6.83,4.22,6478
6573,6573,0.46,Good,F,VS1,56.5,61.0,5.11,5.05,2.87,1157
6574,6574,0.3,Very Good,J,VS1,62.4,58.0,4.26,4.3,2.67,394
6575,6575,1.23,Premium,D,SI1,62.5,58.0,6.85,6.79,4.27,7715
6576,6576,2.13,Fair,H,SI2,64.5,58.0,8.09,8.01,5.19,13370
6577,6577,0.79,Ideal,F,VVS1,61.5,55.0,5.98,5.95,3.67,4858
6578,6578,0.42,Ideal,G,VVS1,60.6,56.0,4.86,4.88,2.95,1179
6579,6579,1.16,Ideal,H,VS2,62.1,57.0,6.7,6.73,4.17,6954
6580,6580,0.39,Premium,E,VS2,60.9,60.0,4.71,4.68,2.86,1121
6581,6581,0.38,Very Good,E,SI1,62.8,58.0,4.6,4.63,2.9,701
6582,6582,1.51,Ideal,I,VS2,59.9,56.0,7.49,7.42,4.47,9471
6583,6583,1.51,Very Good,E,VS2,63.3,61.0,7.24,7.17,4.56,13757
6584,6584,0.31,Very Good,E,VVS2,62.4,56.0,4.32,4.35,2.7,749
6585,6585,0.92,Premium,F,SI1,61.8,59.0,6.21,6.25,3.85,4037
6586,6586,0.9,Very Good,H,VS1,62.2,59.0,6.14,6.18,3.83,4324
6587,6587,1.11,Ideal,I,SI2,61.9,57.0,6.62,6.66,4.11,4377
6588,6588,1.14,Premium,F,SI1,60.4,58.0,6.82,6.79,4.11,6320
6589,6589,0.58,Very Good,G,SI1,63.5,56.0,5.34,5.28,3.37,1393
6590,6590,0.43,Ideal,F,SI2,61.6,55.0,4.87,4.9,3.01,698
6591,6591,1.21,Ideal,G,VVS1,60.2,57.0,7.02,6.94,4.2,10232
6592,6592,0.71,Premium,G,SI2,58.2,60.0,5.91,5.88,3.43,1902
6593,6593,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,487
6594,6594,0.3,Ideal,H,VS2,62.3,56.0,4.29,4.31,2.68,491
6595,6595,0.34,Good,H,VS2,63.1,56.0,4.41,4.46,2.8,537
6596,6596,0.52,Ideal,D,VVS2,59.9,57.0,5.21,5.28,3.14,2217
6597,6597,1.27,Ideal,I,VS2,62.6,57.0,6.92,6.88,4.32,6401
6598,6598,0.4,Premium,G,SI1,62.0,59.0,4.71,4.74,2.93,702
6599,6599,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,2196
6600,6600,0.54,Ideal,D,VS2,61.1,57.0,5.22,5.25,3.2,1892
6601,6601,0.72,Premium,D,VS2,60.6,57.0,5.82,5.79,3.52,3205
6602,6602,0.91,Very Good,F,SI2,61.6,59.0,6.14,6.24,3.81,3653
6603,6603,0.72,Premium,E,VS2,60.9,60.0,5.8,5.76,3.52,2822
6604,6604,0.56,Ideal,D,VS2,62.2,56.0,5.28,5.26,3.28,1929
6605,6605,1.0,Ideal,G,SI1,62.2,57.0,6.45,6.38,3.99,4956
6606,6606,0.4,Ideal,G,IF,61.4,55.0,4.79,4.76,2.93,1397
6607,6607,0.87,Ideal,G,VS2,61.4,55.0,6.15,6.17,3.78,4553
6608,6608,0.41,Ideal,D,VVS2,62.3,57.0,4.76,4.74,2.96,1356
6609,6609,1.11,Ideal,E,SI2,61.2,55.0,6.68,6.72,4.1,5262
6610,6610,0.41,Very Good,E,SI1,62.8,58.0,4.72,4.77,2.98,705
6611,6611,1.05,Ideal,G,VS2,61.7,57.0,6.56,6.53,4.04,7028
6612,6612,0.7,Very Good,H,VS1,62.6,57.0,5.64,5.73,3.56,2482
6613,6613,0.76,Premium,F,SI2,59.3,59.0,5.97,5.93,3.53,2287
6614,6614,1.22,Premium,I,VS2,60.1,58.0,6.92,7.0,4.18,5405
6615,6615,0.28,Very Good,H,VS1,63.1,55.0,4.17,4.2,2.64,429
6616,6616,0.3,Premium,G,VVS2,62.9,58.0,4.29,4.26,2.69,819
6617,6617,0.46,Ideal,D,VS2,62.4,56.0,4.98,4.95,3.1,1298
6618,6618,0.24,Very Good,D,SI1,63.1,55.0,3.95,4.01,2.51,475
6619,6619,0.31,Ideal,E,SI1,61.6,54.0,4.39,4.41,2.71,516
6620,6620,0.5,Ideal,E,SI1,62.2,57.0,5.11,5.05,3.16,1415
6621,6621,0.31,Ideal,H,VS1,61.8,54.2,4.33,4.37,2.69,557
6622,6622,0.41,Ideal,F,VVS2,60.6,57.0,4.86,4.81,2.93,1192
6623,6623,0.37,Ideal,E,SI1,61.4,56.0,4.6,4.65,2.84,606
6624,6624,0.33,Premium,D,VVS2,60.4,60.0,4.51,4.46,2.71,1052
6625,6625,0.42,Premium,E,SI1,62.5,55.0,4.83,4.8,3.01,992
6626,6626,2.01,Premium,J,VS1,60.1,59.0,8.25,8.18,4.94,15185
6627,6627,0.97,Ideal,H,VVS1,60.4,57.0,6.4,6.48,3.89,6801
6628,6628,0.3,Premium,F,VS1,61.0,58.0,4.36,4.33,2.65,731
6629,6629,0.34,Ideal,G,VVS1,60.5,55.0,4.53,4.56,2.75,844
6630,6630,0.26,Ideal,G,SI1,62.0,54.0,4.08,4.11,2.54,394
6631,6631,1.03,Very Good,F,SI2,62.0,58.0,6.43,6.51,4.01,4414
6632,6632,0.51,Good,G,SI1,63.1,64.0,5.08,5.03,3.19,1107
6633,6633,0.9,Ideal,F,VS2,62.3,57.0,6.18,6.21,3.86,5160
6634,6634,2.03,Ideal,H,SI2,61.8,56.0,8.1,8.15,5.02,15143
6635,6635,0.32,Premium,G,VS2,61.5,58.0,4.35,4.4,2.69,561
6636,6636,1.07,Ideal,F,SI1,60.6,57.0,6.62,6.67,1.07,5909
6637,6637,1.1,Premium,I,SI2,62.4,59.0,6.55,6.51,4.08,3696
6638,6638,0.71,Ideal,E,VS1,60.4,57.0,5.75,5.81,3.49,3464
6639,6639,0.37,Premium,H,VVS2,61.3,58.0,4.6,4.63,2.83,746
6640,6640,0.56,Ideal,G,VVS2,61.4,54.0,5.33,5.35,3.28,2004
6641,6641,0.51,Ideal,E,VVS2,61.7,57.0,5.11,5.14,3.16,2209
6642,6642,0.72,Good,H,SI2,64.1,58.0,5.65,5.68,3.63,1674
6643,6643,1.0,Good,E,SI2,63.7,61.0,6.32,6.27,4.01,3889
6644,6644,1.21,Fair,F,SI2,65.3,53.0,6.74,6.68,4.38,5028
6645,6645,0.85,Fair,H,I1,61.0,61.0,6.2,6.0,3.73,1324
6646,6646,1.01,Premium,G,VS1,60.7,58.0,6.52,6.49,3.95,7059
6647,6647,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,5280
6648,6648,0.3,Good,I,SI1,63.3,59.0,4.22,4.25,2.68,394
6649,6649,0.31,Fair,F,VVS1,63.1,61.0,4.32,4.37,2.74,740
6650,6650,0.5,Premium,F,VS1,62.3,55.0,5.09,5.06,3.16,1838
6651,6651,0.54,Premium,D,VVS1,61.4,57.5,5.25,5.28,3.23,3194
6652,6652,0.59,Very Good,G,VS1,57.4,63.0,5.54,5.58,3.19,1915
6653,6653,0.9,Very Good,F,SI2,62.0,59.0,6.2,6.1,3.81,3977
6654,6654,0.56,Very Good,E,VS1,58.6,57.0,5.43,5.46,3.19,1742
6655,6655,0.83,Premium,H,SI1,62.5,59.0,6.02,5.95,3.74,2825
6656,6656,0.32,Very Good,F,SI2,63.1,56.0,4.38,4.34,2.75,540
6657,6657,1.01,Ideal,F,SI1,62.0,56.0,6.44,6.39,3.98,5486
6658,6658,0.34,Ideal,E,VS2,61.5,56.0,4.48,4.5,2.76,702
6659,6659,1.01,Very Good,H,VS2,62.2,56.0,6.35,6.44,3.98,4821
6660,6660,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,558
6661,6661,1.0,Ideal,D,SI1,62.7,57.0,6.34,6.38,3.99,6073
6662,6662,0.3,Ideal,J,VS2,62.1,56.0,4.29,4.34,2.68,384
6663,6663,1.51,Good,H,VS1,59.1,58.0,7.48,7.52,4.43,11512
6664,6664,0.39,Good,G,VS2,63.4,57.0,4.63,4.67,2.95,787
6665,6665,0.54,Ideal,I,VVS2,61.7,54.0,5.25,5.29,3.25,1346
6666,6666,0.31,Very Good,G,VVS2,60.0,62.0,4.4,4.44,2.65,707
6667,6667,0.34,Ideal,D,SI1,60.6,56.0,4.54,4.51,2.74,803
6668,6668,0.56,Ideal,H,SI1,62.3,53.0,5.28,5.31,3.3,1270
6669,6669,1.0,Ideal,F,VS2,61.7,58.0,6.37,6.43,3.95,6424
6670,6670,0.32,Ideal,F,SI1,61.0,55.0,4.45,4.47,2.72,648
6671,6671,0.33,Very Good,G,VVS1,61.8,55.0,4.44,4.48,2.76,795
6672,6672,0.9,Good,H,SI2,63.6,60.0,6.06,6.11,3.87,3250
6673,6673,0.7,Ideal,F,VVS2,61.9,54.8,5.68,5.72,3.53,3741
6674,6674,1.04,Very Good,H,SI2,62.9,57.0,6.39,6.45,4.04,4435
6675,6675,0.31,Good,G,SI2,63.2,55.0,4.31,4.33,2.73,408
6676,6676,0.33,Ideal,D,VS2,61.8,56.0,4.45,4.48,2.76,781
6677,6677,2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,12770
6678,6678,2.07,Premium,E,SI1,61.2,58.0,8.24,8.19,5.03,16957
6679,6679,1.0,Ideal,I,SI1,61.5,57.0,6.39,6.43,3.94,4649
6680,6680,0.36,Premium,E,SI1,60.9,60.0,4.61,4.56,2.79,810
6681,6681,1.01,Premium,G,VVS2,61.9,59.0,6.45,6.41,3.98,7964
6682,6682,0.7,Very Good,E,VS1,61.1,55.0,5.72,5.77,3.51,3061
6683,6683,0.32,Very Good,H,VS2,62.4,58.0,4.33,4.36,2.71,505
6684,6684,1.13,Premium,H,VS2,61.7,56.0,6.73,6.65,4.13,5728
6685,6685,0.44,Ideal,D,VS2,60.4,56.0,4.91,4.95,2.98,1081
6686,6686,1.11,Ideal,G,VS1,61.5,58.0,6.7,6.66,4.11,7639
6687,6687,0.71,Good,I,VVS1,63.8,56.0,5.7,5.65,3.62,2572
6688,6688,0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,628
6689,6689,1.25,Ideal,H,VS2,62.2,57.0,6.92,6.88,4.29,7365
6690,6690,0.7,Good,E,SI1,61.4,64.0,5.66,5.71,3.49,2872
6691,6691,0.3,Good,G,VVS1,63.1,58.0,4.28,4.31,2.71,789
6692,6692,0.31,Very Good,J,SI1,62.7,59.0,4.29,4.32,2.7,363
6693,6693,1.75,Premium,J,VS1,62.2,59.0,7.74,7.7,4.8,10619
6694,6694,1.17,Ideal,G,VVS1,61.7,57.0,6.84,6.9,4.13,10342
6695,6695,0.41,Very Good,E,SI1,62.4,55.0,4.74,4.78,2.97,755
6696,6696,0.7,Very Good,E,SI1,62.7,59.0,5.63,5.67,3.54,2753
6697,6697,0.38,Premium,H,VS2,60.9,60.0,4.62,4.67,2.83,700
6698,6698,0.71,Very Good,E,SI1,59.3,55.0,5.83,5.9,3.48,2573
6699,6699,0.81,Very Good,D,VVS2,63.9,56.0,5.79,5.91,3.74,5423
6700,6700,0.26,Very Good,E,VS2,63.2,56.0,4.06,4.1,2.58,453
6701,6701,0.31,Ideal,E,SI1,62.8,57.0,4.34,4.32,2.72,698
6702,6702,0.7,Very Good,F,SI1,62.3,58.0,5.62,5.78,3.55,2161
6703,6703,1.21,Ideal,H,SI1,62.9,57.0,6.78,6.74,4.25,4249
6704,6704,0.23,Very Good,G,VVS2,62.6,54.0,3.91,3.95,2.46,431
6705,6705,1.05,Ideal,I,VVS2,61.8,53.0,6.56,6.57,4.06,5932
6706,6706,0.7,Very Good,F,SI2,62.8,56.0,5.64,5.69,3.56,2092
6707,6707,0.7,Premium,E,SI1,61.7,62.0,5.68,5.64,3.49,2592
6708,6708,1.01,Premium,H,SI2,60.3,60.0,6.49,6.45,3.9,4412
6709,6709,1.0,Premium,E,SI2,61.7,58.0,6.34,6.39,3.93,4620
6710,6710,0.74,Premium,G,VS1,61.7,58.0,5.79,5.81,3.58,2815
6711,6711,0.25,Premium,F,IF,61.1,58.0,4.08,4.1,2.5,576
6712,6712,0.26,Very Good,H,VVS2,62.5,56.0,4.07,4.09,2.55,486
6713,6713,0.81,Ideal,E,SI1,62.4,57.0,5.92,5.97,3.71,3109
6714,6714,0.72,Very Good,G,SI2,61.9,59.0,5.67,5.71,3.52,2218
6715,6715,0.58,Ideal,E,VS1,62.9,54.0,5.34,5.31,3.35,2192
6716,6716,0.58,Ideal,G,VVS1,61.5,55.0,5.39,5.44,3.33,2772
6717,6717,0.35,Very Good,H,SI1,63.1,58.0,4.51,4.46,2.83,630
6718,6718,0.6,Ideal,E,VS2,60.6,56.0,5.47,5.52,3.33,2141
6719,6719,1.0,Ideal,G,VS2,60.5,56.0,6.54,6.49,3.94,6328
6720,6720,0.31,Ideal,E,IF,62.2,54.0,4.33,4.35,2.7,987
6721,6721,0.7,Very Good,J,SI1,61.7,57.0,5.65,5.69,3.5,1979
6722,6722,1.27,Very Good,H,SI1,63.2,56.0,6.92,6.88,4.36,6162
6723,6723,0.51,Good,F,SI1,63.1,54.0,5.06,5.12,3.21,1220
6724,6724,0.3,Ideal,D,VS1,62.0,57.0,4.27,4.31,2.66,720
6725,6725,0.3,Ideal,E,VVS2,61.9,57.0,4.28,4.32,2.66,789
6726,6726,0.8,Very Good,E,SI1,63.1,57.0,5.94,5.86,3.72,3293
6727,6727,0.5,Very Good,D,SI1,62.8,53.0,5.04,5.08,3.18,1436
6728,6728,0.42,Ideal,G,VVS2,62.7,57.0,4.73,4.78,2.98,938
6729,6729,1.12,Very Good,G,IF,61.0,58.0,6.7,6.72,4.09,9820
6730,6730,0.44,Ideal,F,SI1,61.0,57.0,4.91,4.89,2.99,1040
6731,6731,0.83,Ideal,H,VS2,61.3,54.0,6.1,6.06,3.73,2975
6732,6732,1.51,Ideal,H,VS2,60.6,57.0,7.46,7.45,4.52,11540
6733,6733,1.51,Very Good,I,SI2,63.2,58.0,7.31,7.27,4.61,6914
6734,6734,0.39,Ideal,I,VS1,62.5,54.0,4.67,4.7,2.92,816
6735,6735,0.9,Ideal,G,VVS1,61.6,57.0,6.24,6.16,3.82,5564
6736,6736,0.32,Premium,D,SI1,60.9,60.0,4.41,4.39,2.68,756
6737,6737,0.71,Very Good,D,SI2,60.2,58.0,5.76,5.8,3.48,2519
6738,6738,1.01,Ideal,G,VVS2,62.5,56.0,6.38,6.41,4.0,7941
6739,6739,0.5,Premium,G,SI2,62.0,59.0,5.1,5.03,3.14,1031
6740,6740,0.58,Ideal,E,VS2,61.9,57.0,5.33,5.37,3.31,1884
6741,6741,0.7,Premium,H,VS2,61.0,59.0,5.72,5.65,3.47,2251
6742,6742,0.54,Ideal,H,VVS1,61.7,57.0,5.23,5.24,3.23,1846
6743,6743,0.51,Ideal,G,VS1,61.9,56.0,5.1,5.14,3.17,1656
6744,6744,0.38,Ideal,G,SI2,61.2,56.0,4.7,4.74,2.89,602
6745,6745,0.36,Very Good,E,VVS2,60.2,59.0,4.6,4.64,2.78,742
6746,6746,1.57,Premium,I,SI2,62.2,60.0,7.43,7.36,4.6,6401
6747,6747,0.41,Ideal,E,SI1,61.2,55.0,4.8,4.84,2.95,824
6748,6748,0.91,Ideal,E,SI2,62.7,57.0,6.19,6.26,3.9,3756
6749,6749,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,2211
6750,6750,2.01,Premium,I,VS2,61.7,60.0,8.09,8.02,4.97,16700
6751,6751,2.0,Very Good,J,SI1,60.8,58.0,7.99,8.07,4.88,12768
6752,6752,0.7,Ideal,D,SI2,61.6,56.0,5.73,5.69,3.52,2384
6753,6753,1.52,Premium,I,SI1,61.2,60.0,7.41,7.36,4.52,8299
6754,6754,1.27,Premium,I,SI2,62.0,60.0,6.91,6.86,4.27,4836
6755,6755,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1218
6756,6756,0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,432
6757,6757,1.51,Premium,J,SI1,63.0,58.0,7.32,7.28,4.6,7441
6758,6758,2.22,Fair,J,I1,66.7,56.0,8.04,8.02,5.36,5607
6759,6759,1.71,Premium,H,SI2,62.5,57.0,7.67,7.62,4.78,10687
6760,6760,1.01,Ideal,F,SI2,60.5,57.0,6.53,6.49,3.94,4497
6761,6761,0.34,Premium,G,VVS2,61.6,58.0,4.44,4.49,2.75,775
6762,6762,0.77,Premium,G,SI1,61.6,59.0,5.9,5.85,3.62,2657
6763,6763,0.57,Premium,E,SI2,61.0,60.0,5.32,5.36,3.26,1228
6764,6764,1.0,Very Good,G,SI1,59.3,63.0,6.44,6.48,3.83,4741
6765,6765,1.98,Very Good,I,VS2,62.7,60.0,7.9,7.96,4.98,15083
6766,6766,1.51,Very Good,I,IF,62.2,62.0,7.3,7.33,4.55,12291
6767,6767,0.54,Ideal,F,VS2,61.1,57.0,5.3,5.27,3.23,1820
6768,6768,1.4,Very Good,G,VVS2,63.4,59.0,7.12,7.04,4.49,11624
6769,6769,0.32,Ideal,G,VVS2,61.8,55.0,4.41,4.43,2.73,730
6770,6770,0.79,Ideal,E,SI1,62.9,55.0,5.93,5.86,3.71,3075
6771,6771,1.24,Very Good,I,SI1,62.5,57.0,6.84,6.89,4.29,5046
6772,6772,0.35,Premium,I,SI2,60.9,58.0,4.56,4.53,2.77,512
6773,6773,1.7,Very Good,J,VS2,63.2,58.0,7.56,7.5,4.76,7730
6774,6774,0.43,Premium,I,IF,61.2,58.0,4.83,4.88,2.97,1056
6775,6775,2.01,Ideal,G,SI2,61.9,57.0,8.0,8.08,4.98,17555
6776,6776,1.05,Premium,H,I1,62.0,59.0,6.5,6.47,4.02,2881
6777,6777,0.31,Good,D,SI1,63.8,57.0,4.33,4.29,2.75,684
6778,6778,0.52,Very Good,F,SI1,60.0,58.0,5.21,5.26,3.14,1261
6779,6779,0.32,Ideal,H,VS2,62.2,57.0,4.36,4.38,2.72,505
6780,6780,0.32,Very Good,F,VVS2,63.2,52.0,4.38,4.39,2.77,683
6781,6781,0.24,Ideal,F,IF,62.9,55.0,3.96,3.98,2.5,678
6782,6782,0.42,Very Good,H,VS2,59.0,57.0,4.92,4.95,2.91,843
6783,6783,0.71,Very Good,I,VVS1,63.4,57.0,5.71,5.67,3.61,2572
6784,6784,1.24,Very Good,I,VS2,62.7,55.0,6.82,6.87,4.29,5836
6785,6785,0.61,Ideal,D,SI1,61.4,56.0,5.46,5.48,3.36,1904
6786,6786,0.33,Ideal,D,SI2,61.1,57.0,4.47,4.5,2.74,492
6787,6787,0.43,Premium,D,VVS1,59.6,58.0,4.94,4.89,2.93,1659
6788,6788,1.01,Fair,G,SI2,64.7,58.0,6.14,6.23,4.0,3856
6789,6789,1.23,Ideal,H,VVS2,61.3,55.0,6.9,6.94,4.24,7387
6790,6790,0.3,Very Good,I,VVS1,63.1,57.0,4.29,4.27,2.7,709
6791,6791,0.41,Premium,F,VS2,62.8,58.0,4.73,4.69,2.96,1107
6792,6792,0.59,Premium,E,VS2,60.8,57.0,5.42,5.37,3.28,2177
6793,6793,2.21,Premium,H,SI2,62.9,60.0,8.27,8.23,5.19,13369
6794,6794,0.45,Ideal,I,VS2,61.9,54.0,4.92,4.94,3.05,717
6795,6795,0.32,Premium,F,VS2,61.2,59.0,4.42,4.4,2.7,828
6796,6796,0.9,Premium,F,SI2,62.7,58.0,6.16,6.09,3.84,3780
6797,6797,1.16,Premium,G,SI1,62.5,58.0,6.73,6.68,4.19,6132
6798,6798,0.73,Ideal,H,SI1,62.9,58.0,5.72,5.75,3.61,2377
6799,6799,0.71,Ideal,E,SI2,61.2,57.0,5.75,5.78,3.53,2619
6800,6800,0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,898
6801,6801,0.4,Ideal,E,SI1,62.7,57.0,4.72,4.69,2.95,945
6802,6802,1.51,Good,I,VVS1,64.0,60.0,7.26,7.21,4.63,9471
6803,6803,0.31,Ideal,H,IF,62.2,54.0,4.38,4.4,2.73,789
6804,6804,1.16,Ideal,G,IF,62.3,55.0,6.73,6.79,4.21,9901
6805,6805,1.09,Ideal,H,SI1,61.1,57.0,6.6,6.69,4.1,5125
6806,6806,0.43,Very Good,D,SI1,63.4,55.0,4.84,4.78,3.05,993
6807,6807,0.79,Very Good,E,SI1,63.2,56.0,5.91,5.86,3.72,2794
6808,6808,1.05,Premium,F,SI2,62.8,55.0,6.55,6.48,4.09,4363
6809,6809,0.72,Ideal,F,SI1,61.2,55.0,5.78,5.82,3.55,2737
6810,6810,0.67,Good,F,VS1,59.8,60.3,5.62,5.69,3.38,2479
6811,6811,0.76,Ideal,G,SI2,62.1,59.0,5.81,5.84,3.62,2389
6812,6812,0.3,Ideal,G,VVS1,62.3,54.0,4.33,4.31,2.69,1013
6813,6813,1.11,Good,D,SI2,58.0,62.0,6.77,6.81,3.94,5015
6814,6814,0.7,Ideal,G,VVS1,60.7,57.0,5.73,5.76,3.49,3303
6815,6815,1.05,Good,D,SI1,63.7,59.0,6.42,6.38,4.08,6174
6816,6816,0.35,Very Good,G,VS2,60.2,60.0,4.54,4.6,2.75,658
6817,6817,1.91,Ideal,J,SI1,60.7,56.0,8.01,8.09,4.89,11447
6818,6818,0.71,Very Good,E,VS2,60.7,58.0,5.73,5.81,3.5,3217
6819,6819,0.32,Ideal,E,VVS1,61.6,56.0,4.41,4.42,2.72,954
6820,6820,0.3,Good,G,SI2,63.7,54.0,4.23,4.25,2.7,394
6821,6821,0.3,Premium,F,SI2,62.2,58.0,4.33,4.22,2.66,506
6822,6822,0.3,Good,G,VS1,63.4,58.0,4.23,4.25,2.69,605
6823,6823,0.32,Ideal,G,SI1,62.3,57.0,4.38,4.41,2.74,508
6824,6824,0.4,Ideal,D,SI1,60.8,57.0,4.77,4.81,2.91,772
6825,6825,0.3,Very Good,G,VVS2,59.7,63.0,4.34,4.37,2.6,638
6826,6826,0.36,Very Good,G,VVS1,62.8,57.0,4.52,4.55,2.85,821
6827,6827,0.42,Ideal,E,VVS2,61.3,56.0,4.81,4.85,2.96,1216
6828,6828,0.36,Ideal,F,SI1,62.7,57.0,4.56,4.53,2.85,667
6829,6829,0.38,Ideal,I,SI2,61.6,56.0,4.65,4.67,2.87,554
6830,6830,0.24,Very Good,E,VS2,61.7,57.0,3.99,4.02,2.47,461
6831,6831,1.18,Ideal,G,SI1,62.0,56.0,6.76,6.79,4.2,6960
6832,6832,0.33,Very Good,G,VVS2,61.4,55.0,4.46,4.5,2.75,692
6833,6833,0.45,Very Good,G,VVS2,61.4,61.0,4.89,4.95,3.02,1105
6834,6834,0.3,Very Good,G,VVS2,60.4,60.0,4.3,4.34,2.61,638
6835,6835,0.9,Good,G,IF,63.1,58.0,6.09,6.18,3.87,5771
6836,6836,0.55,Good,F,IF,60.8,60.0,5.26,5.36,3.23,2266
6837,6837,1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,10093
6838,6838,0.42,Ideal,E,VS1,61.6,57.0,4.8,4.84,2.97,1105
6839,6839,0.4,Ideal,I,VVS1,60.5,57.0,4.76,4.79,2.89,842
6840,6840,0.7,Fair,G,VS1,56.2,65.0,5.93,5.88,3.32,2384
