,carat,cut,color,clarity,depth,table,x,y,z,price
19632,0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,793
19633,0.51,Ideal,D,VS2,61.9,55.0,5.13,5.11,3.17,1882
19634,1.21,Good,G,I1,64.0,59.0,6.78,6.73,4.32,3415
19635,1.04,Very Good,G,VS2,61.4,63.0,6.51,6.55,4.01,5353
19636,0.38,Very Good,I,VVS1,63.5,57.0,4.6,4.63,2.93,752
19637,1.0,Premium,G,SI1,63.0,59.0,6.44,6.32,4.02,4956
19638,0.78,Very Good,F,SI1,62.4,55.0,5.85,5.89,3.66,3267
19639,0.7,Ideal,H,VS2,62.4,58.0,5.67,5.71,3.55,2429
19640,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,895
19641,1.28,Premium,H,SI1,59.9,59.0,7.08,7.05,4.23,6701
19642,1.1,Premium,H,SI2,62.2,58.0,6.69,6.6,4.13,4620
19643,1.15,Premium,H,SI2,60.4,58.0,6.8,6.75,4.09,3220
19644,0.92,Premium,G,SI2,59.4,62.0,6.36,6.34,3.77,3555
19645,1.04,Premium,G,VS2,61.8,58.0,6.51,6.46,4.01,6709
19646,0.4,Premium,H,SI1,62.8,59.0,4.69,4.67,2.94,855
19647,0.52,Ideal,G,VVS2,59.8,57.0,5.26,5.24,3.14,2012
19648,0.53,Very Good,I,VS1,59.9,58.0,5.24,5.28,3.15,1350
19649,1.15,Premium,H,SI2,59.6,59.0,6.82,6.78,4.05,3735
19650,1.54,Premium,I,VS2,61.7,59.0,7.4,7.34,4.55,8917
19651,0.82,Ideal,F,SI1,61.7,56.0,6.01,6.06,3.72,3810
19652,0.72,Good,D,SI2,59.7,61.0,5.78,5.84,3.47,2620
19653,1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,11104
19654,0.4,Very Good,D,SI1,63.1,61.0,4.71,4.67,2.96,924
19655,2.01,Ideal,H,SI1,59.3,58.0,8.25,8.19,4.87,17403
19656,0.31,Ideal,F,IF,61.4,56.0,4.38,4.41,2.7,1061
19657,0.5,Ideal,E,SI1,61.6,57.0,5.13,5.09,3.15,1415
19658,1.14,Premium,G,SI1,62.7,58.0,6.68,6.63,4.17,5424
19659,0.36,Very Good,E,VS2,62.1,59.0,4.55,4.59,2.84,789
19660,0.51,Ideal,D,VS2,61.4,57.0,5.16,5.13,3.16,1807
19661,0.31,Premium,F,VS2,61.7,58.0,4.38,4.34,2.69,802
19662,0.3,Ideal,I,VVS1,62.1,54.0,4.29,4.31,2.67,540
19663,0.32,Ideal,E,VS1,59.5,57.0,4.49,4.45,2.66,842
19664,1.72,Very Good,E,SI2,61.0,57.0,7.67,7.76,4.71,11638
19665,1.05,Ideal,F,VS2,61.6,54.0,6.54,6.58,4.04,6810
19666,0.31,Ideal,I,VS1,61.6,55.0,4.34,4.36,2.68,489
19667,0.53,Ideal,H,SI1,61.9,56.0,5.17,5.23,3.22,1255
19668,0.9,Good,D,SI2,63.9,60.0,6.07,6.11,3.89,3153
19669,0.54,Ideal,H,VS1,61.0,56.0,5.25,5.27,3.21,1560
19670,1.03,Premium,E,SI2,61.0,60.0,6.53,6.46,3.96,4522
19671,2.06,Very Good,G,SI2,62.3,59.0,8.07,8.2,5.07,18005
19672,0.73,Very Good,F,SI1,61.3,56.0,5.78,5.84,3.56,3023
19673,1.5,Very Good,F,SI1,63.4,58.0,7.2,7.16,4.55,10962
19674,1.01,Very Good,J,SI1,62.2,57.0,6.35,6.39,3.96,4295
19675,0.3,Very Good,D,SI1,63.0,58.0,4.24,4.27,2.68,552
19676,1.51,Ideal,G,VS2,61.8,55.0,7.43,7.39,4.58,12626
19677,1.06,Premium,E,VS2,62.3,58.0,6.49,6.52,4.05,6716
19678,0.58,Very Good,I,VVS1,63.0,57.0,5.31,5.35,3.36,1790
19679,0.96,Fair,G,SI2,72.2,56.0,6.01,5.81,4.28,2438
19680,0.3,Very Good,D,VS1,63.2,59.0,4.26,4.29,2.7,707
19681,1.11,Very Good,G,SI1,60.7,59.0,6.6,6.65,4.02,8184
19682,1.51,Very Good,E,I1,62.0,58.0,7.31,7.37,4.55,6139
19683,0.9,Very Good,F,VS2,61.7,56.0,6.18,6.21,3.82,4678
19684,0.4,Premium,H,VS1,62.7,56.0,4.73,4.71,2.96,1035
19685,0.53,Premium,D,VS2,62.4,59.0,5.14,5.18,3.22,1783
19686,1.12,Good,F,VS2,63.8,57.0,6.61,6.59,4.21,7051
19687,0.31,Ideal,F,VS2,61.9,55.0,4.37,4.39,2.71,625
19688,2.03,Premium,J,SI2,60.4,59.0,8.15,8.12,4.91,9435
19689,0.51,Ideal,I,SI2,60.8,56.0,5.14,5.26,3.16,1051
19690,0.67,Very Good,I,IF,61.4,56.0,5.59,5.65,3.45,2066
19691,0.39,Ideal,D,VVS2,60.0,56.0,4.79,4.77,2.87,1088
19692,2.01,Premium,I,SI1,60.5,58.0,8.2,8.06,4.92,12829
19693,1.55,Very Good,I,SI1,62.0,62.0,7.33,7.47,4.59,8644
19694,0.53,Premium,D,SI1,61.0,58.0,5.22,5.18,3.17,1753
19695,0.32,Very Good,F,VS2,63.4,57.0,4.36,4.32,2.75,828
19696,1.96,Fair,F,I1,66.6,60.0,7.59,7.56,5.04,5554
19697,0.71,Very Good,F,VS2,63.2,59.0,5.66,5.6,3.56,2319
19698,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2307
19699,0.32,Ideal,H,VVS2,62.0,55.0,4.42,4.39,2.73,828
19700,1.01,Good,G,SI2,62.4,60.0,6.32,6.38,3.96,4150
19701,0.31,Ideal,E,VS1,60.9,57.0,4.41,4.39,2.68,942
19702,1.01,Good,G,VS2,57.5,62.0,6.58,6.53,3.77,5701
19703,0.4,Very Good,F,VS1,62.2,57.6,4.74,4.76,2.96,1089
19704,0.3,Premium,G,VS1,61.2,59.0,4.32,4.28,2.63,776
19705,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,379
19706,1.2,Ideal,E,VVS1,61.6,57.0,6.78,6.83,4.19,13474
19707,1.51,Ideal,G,VS1,61.6,56.0,7.34,7.37,4.53,14542
19708,0.91,Very Good,D,SI1,62.8,59.0,6.17,6.21,3.89,4556
19709,1.15,Premium,E,SI2,61.8,56.0,6.75,6.7,4.15,4701
19710,0.71,Good,G,SI1,62.3,56.0,5.68,5.72,3.55,2251
19711,0.91,Premium,G,SI1,62.6,58.0,6.14,6.17,3.85,4045
19712,1.02,Premium,D,VVS2,61.4,58.0,6.46,6.43,3.96,10773
19713,0.7,Premium,J,SI1,61.6,58.0,5.66,5.73,3.51,1666
19714,1.0,Ideal,G,VS1,62.2,56.0,6.35,6.41,3.97,6349
19715,0.41,Good,E,SI2,63.4,58.0,4.71,4.75,3.0,638
19716,0.31,Very Good,E,SI1,62.7,58.0,4.31,4.33,2.71,544
19717,0.42,Premium,G,VS1,59.4,59.0,4.9,4.86,2.9,984
19718,0.33,Ideal,G,VS2,61.4,56.1,4.42,4.45,2.73,604
19719,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,895
19720,0.71,Ideal,I,VS1,60.9,55.0,5.8,5.81,3.53,2525
19721,1.01,Good,D,IF,63.4,59.0,6.26,6.39,4.01,15081
19722,0.39,Premium,F,VS1,61.7,58.0,4.69,4.71,2.9,894
19723,0.9,Fair,E,VS2,65.0,55.0,6.11,6.04,3.95,4057
19724,0.31,Ideal,F,VS2,61.8,56.0,4.33,4.37,2.69,625
19725,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,765
19726,0.29,Ideal,F,IF,61.9,56.0,4.27,4.3,2.65,748
19727,0.24,Ideal,G,VVS1,62.0,55.0,4.01,4.03,2.49,559
19728,0.58,Good,E,VS2,63.1,56.0,5.26,5.33,3.34,1758
19729,1.11,Ideal,G,SI2,61.7,57.0,6.65,6.69,4.12,5299
19730,0.5,Premium,G,SI1,63.0,56.0,5.07,5.02,3.18,1138
19731,0.3,Very Good,J,VS1,59.5,60.0,4.39,4.45,2.63,427
19732,0.31,Ideal,H,VS2,62.2,53.0,4.43,4.38,2.74,628
19733,1.31,Ideal,H,VS1,61.5,56.0,7.0,7.06,4.32,8429
19734,0.3,Premium,F,VS1,61.0,58.0,4.33,4.36,2.65,570
19735,0.5,Good,D,SI1,63.7,56.0,5.05,5.09,3.23,1436
19736,0.33,Ideal,D,VS2,60.3,55.0,4.5,4.52,2.72,667
19737,0.91,Fair,D,SI1,64.4,60.0,6.08,6.04,3.9,3855
19738,1.01,Premium,F,VS2,61.7,58.0,6.48,6.42,3.98,6533
19739,0.87,Premium,F,I1,59.1,58.0,6.25,6.21,3.68,2170
19740,0.27,Ideal,D,VVS2,61.5,56.0,4.18,4.15,2.56,752
19741,0.31,Premium,G,IF,61.0,59.0,4.36,4.33,2.65,988
19742,0.25,Very Good,G,VS2,63.0,54.0,4.04,4.06,2.55,407
19743,0.3,Ideal,G,VVS1,62.6,54.0,4.31,4.32,2.7,789
19744,0.33,Ideal,G,IF,62.1,56.0,4.41,4.44,2.75,984
19745,0.39,Very Good,F,SI1,61.3,62.0,4.68,4.71,2.88,670
19746,1.5,Premium,E,SI2,61.2,59.0,7.36,7.41,4.52,9900
19747,0.7,Ideal,D,SI2,60.6,56.6,5.75,5.77,3.49,2575
19748,1.04,Ideal,I,SI1,61.4,55.0,6.5,6.59,4.02,4423
19749,0.41,Premium,F,SI2,60.3,58.0,4.86,4.82,2.92,907
19750,0.43,Ideal,E,VS2,61.6,54.0,4.9,4.88,3.01,1053
19751,0.71,Good,J,VS2,63.5,64.0,5.65,5.6,3.57,1644
19752,0.56,Ideal,D,VVS2,61.7,58.0,5.26,5.3,3.26,2612
19753,0.37,Ideal,D,VS2,61.1,54.0,4.63,4.66,2.84,763
19754,0.93,Very Good,D,SI1,60.8,60.0,6.24,6.3,3.81,3880
19755,1.24,Ideal,F,VS1,60.9,54.0,6.98,6.95,4.24,10138
19756,0.41,Premium,F,VS1,59.9,58.0,4.84,4.81,2.89,1076
19757,0.9,Good,E,SI1,64.3,62.0,6.0,6.07,3.88,3400
19758,1.06,Ideal,G,SI2,62.1,58.0,6.49,6.53,4.04,4987
19759,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1834
19760,0.32,Ideal,D,VS2,62.0,55.0,4.38,4.42,2.73,758
19761,0.71,Ideal,H,SI1,61.3,58.0,5.73,5.78,3.53,2368
19762,0.53,Ideal,J,SI1,61.6,55.0,5.2,5.23,3.21,999
19763,1.71,Very Good,F,SI1,63.3,53.0,7.54,7.59,4.79,13152
19764,0.62,Very Good,I,VVS1,63.1,58.0,5.4,5.44,3.42,1871
19765,0.34,Ideal,G,VS2,60.8,56.0,4.53,4.55,2.76,616
19766,1.29,Very Good,I,SI1,63.6,57.0,6.88,6.92,4.39,5771
19767,0.71,Very Good,H,SI1,63.1,57.0,5.65,5.61,3.55,2207
19768,0.78,Premium,E,VS1,62.5,57.0,5.94,5.9,3.7,3444
19769,0.3,Ideal,D,VVS1,62.2,57.0,4.3,4.35,2.69,866
19770,1.2,Premium,G,VS1,60.2,60.0,7.0,6.91,4.19,8596
19771,1.52,Very Good,H,SI1,62.5,59.0,7.26,7.37,4.57,9973
19772,2.01,Very Good,I,VS2,59.6,62.0,8.17,8.25,4.89,15919
19773,0.53,Premium,D,VS1,59.2,60.0,5.37,5.31,3.16,2147
19774,1.52,Premium,E,VS1,60.6,58.0,7.38,7.44,4.49,16628
19775,2.18,Ideal,F,SI2,62.6,55.0,8.27,8.22,5.16,14277
19776,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,878
19777,1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,4241
19778,1.01,Good,F,VS2,62.5,62.0,6.32,6.38,3.97,6089
19779,0.71,Ideal,E,VS2,61.8,57.0,5.69,5.74,3.53,3301
19780,2.01,Very Good,H,SI1,62.6,59.0,7.95,7.98,4.99,16901
19781,0.32,Ideal,J,VS2,62.3,55.3,4.36,4.37,2.72,413
19782,0.55,Ideal,E,VS1,61.2,54.0,5.3,5.32,3.25,1996
19783,1.5,Premium,H,SI2,62.1,58.0,7.31,7.21,4.51,6458
19784,2.0,Good,J,SI1,64.1,58.0,7.85,7.79,5.01,9193
19785,0.71,Ideal,G,VS1,61.8,57.0,5.69,5.73,3.53,3431
19786,0.7,Very Good,E,SI1,63.1,56.0,5.62,5.69,3.57,2421
19787,1.01,Good,F,SI1,63.4,55.0,6.35,6.42,4.05,4339
19788,0.78,Ideal,G,SI2,61.9,55.0,5.91,5.94,3.67,2240
19789,2.02,Very Good,H,SI2,60.8,60.0,8.07,8.15,4.93,14498
19790,0.34,Ideal,F,VVS2,61.8,55.0,4.46,4.51,2.77,1003
19791,0.73,Ideal,J,SI1,61.3,57.0,5.82,5.8,3.56,1956
19792,1.08,Ideal,H,SI1,60.0,58.0,6.69,6.66,4.01,5867
19793,1.07,Premium,F,SI2,62.0,58.0,6.57,6.52,4.06,4700
19794,0.46,Ideal,I,VS2,62.2,56.0,4.96,4.9,3.07,1073
19795,1.01,Very Good,F,SI1,62.4,60.0,6.35,6.4,3.98,5078
19796,0.51,Very Good,J,VS2,61.9,61.0,5.09,5.12,3.16,984
19797,0.27,Ideal,F,VVS2,62.0,55.0,4.14,4.16,2.57,760
19798,0.51,Premium,E,SI1,61.8,58.0,5.11,5.15,3.17,1343
19799,0.31,Ideal,H,IF,62.2,54.0,4.38,4.4,2.73,789
19800,0.75,Ideal,E,VS1,62.0,55.0,5.88,5.83,3.66,3402
19801,0.51,Good,G,VS1,63.4,57.0,5.04,5.08,3.21,1590
19802,1.58,Ideal,E,VS1,62.6,56.0,7.44,7.41,4.65,18057
19803,2.01,Premium,I,VS2,62.7,58.0,7.98,7.94,4.99,16778
19804,0.56,Ideal,D,VS2,60.6,56.0,5.33,5.37,3.24,1963
19805,0.91,Good,G,VVS2,64.1,58.0,6.1,6.06,3.9,4464
19806,0.74,Good,H,VS2,59.2,64.0,5.79,5.66,3.4,1989
19807,1.51,Good,I,SI1,63.9,59.0,7.18,7.26,4.61,9069
19808,0.91,Good,G,VS1,63.6,60.0,6.03,6.11,3.86,4284
19809,0.31,Good,H,VS1,63.2,57.0,4.29,4.32,2.72,544
19810,0.35,Premium,H,VVS1,60.1,62.0,4.57,4.52,2.73,956
19811,2.0,Premium,J,VS2,62.9,60.0,7.99,7.95,5.01,11966
19812,0.33,Ideal,F,VVS2,61.4,56.0,4.44,4.49,2.74,810
19813,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,743
19814,1.54,Ideal,F,VS1,60.3,57.0,7.49,7.56,4.54,18416
19815,0.82,Fair,H,SI1,64.9,58.0,5.82,5.77,3.76,3057
19816,1.51,Ideal,G,VS2,61.9,57.0,7.37,7.3,4.54,13115
19817,0.74,Ideal,J,VS1,61.6,57.0,5.77,5.83,3.57,2154
19818,1.51,Premium,D,SI1,61.6,57.0,7.41,7.32,4.54,12738
19819,0.53,Very Good,G,SI2,60.0,56.0,5.28,5.32,3.18,1079
19820,0.51,Premium,I,SI1,62.7,59.0,5.09,5.06,3.18,1080
19821,0.51,Ideal,G,VS1,62.0,56.0,5.06,5.16,3.17,1656
19822,2.0,Good,G,SI2,58.1,64.0,8.3,8.27,4.81,11041
19823,0.79,Very Good,F,SI1,63.0,54.0,5.91,5.94,3.73,2904
19824,0.79,Good,E,SI1,64.1,54.0,5.86,5.84,3.75,2849
19825,0.54,Premium,E,SI1,61.4,60.0,5.21,5.25,3.21,1422
19826,1.22,Premium,G,SI2,62.4,61.0,6.79,6.79,4.23,6969
19827,1.51,Good,I,VS1,65.8,57.0,7.09,7.17,4.69,8210
19828,0.7,Premium,H,VS1,62.3,60.0,5.65,5.61,3.51,2333
19829,0.55,Ideal,E,SI1,61.7,56.0,5.24,5.29,3.25,1551
19830,0.7,Premium,E,SI1,60.7,58.0,5.73,5.74,3.48,2679
19831,0.41,Premium,D,VVS2,62.5,58.0,4.75,4.72,2.96,1356
19832,0.73,Ideal,H,SI1,62.6,57.0,5.66,5.74,3.57,2320
19833,0.32,Ideal,G,VVS1,62.2,55.0,4.38,4.4,2.73,842
19834,0.4,Very Good,G,SI1,62.8,60.0,4.66,4.7,2.94,702
19835,0.3,Ideal,G,VVS2,61.1,58.0,4.33,4.35,2.65,638
19836,0.32,Premium,E,SI1,62.3,58.0,4.4,4.37,2.73,720
19837,0.8,Premium,E,SI2,59.1,61.0,6.03,5.99,3.55,2304
19838,0.35,Ideal,D,VS2,61.8,56.0,4.55,4.51,2.8,1063
19839,0.92,Ideal,I,SI1,61.8,57.0,6.22,6.27,3.86,4488
19840,1.01,Fair,F,VS1,64.5,59.0,6.27,6.19,4.02,6391
19841,0.54,Ideal,D,VS2,61.2,56.0,5.29,5.23,3.22,1939
19842,0.51,Ideal,F,VS2,61.0,55.0,5.17,5.21,3.17,1591
19843,0.59,Ideal,J,SI1,61.3,57.0,5.37,5.4,3.3,1228
19844,1.2,Premium,I,SI1,62.6,59.0,6.85,6.79,4.27,5712
19845,1.0,Ideal,E,VS2,61.9,56.0,6.45,6.4,3.98,6048
19846,0.4,Very Good,E,SI2,63.5,56.0,4.71,4.68,2.98,798
19847,0.9,Good,H,SI1,63.8,56.0,6.07,6.02,3.86,2732
19848,0.45,Ideal,G,SI1,62.0,54.0,4.95,4.98,3.08,852
19849,1.53,Ideal,H,SI2,61.9,57.0,7.42,7.34,4.57,8499
19850,1.2,Ideal,G,VS2,62.4,54.7,6.79,6.85,4.25,8040
19851,0.34,Ideal,E,SI1,61.0,55.0,4.54,4.56,2.77,637
19852,1.7,Very Good,I,VS1,61.9,57.0,7.67,7.64,4.74,12621
19853,0.71,Ideal,H,SI2,62.6,56.0,5.75,5.69,3.58,1800
19854,1.12,Ideal,H,SI1,62.3,56.0,6.7,6.65,4.16,5291
19855,1.02,Premium,D,SI2,60.0,62.0,6.59,6.5,3.93,4381
19856,0.56,Premium,E,SI1,61.5,60.0,5.3,5.27,3.25,1848
19857,0.7,Good,E,SI1,61.7,59.0,5.62,5.66,3.48,2459
19858,0.26,Ideal,E,VVS1,61.7,56.0,4.09,4.11,2.53,635
19859,0.32,Ideal,G,SI1,61.4,56.0,4.44,4.42,2.72,653
19860,1.13,Ideal,D,VS1,61.2,57.0,6.7,6.72,4.1,11477
19861,0.7,Premium,F,SI2,62.9,57.0,5.64,5.61,3.53,2184
19862,0.32,Ideal,E,VS2,61.9,56.0,4.36,4.4,2.71,702
19863,1.5,Very Good,J,VS1,62.2,58.0,7.19,7.27,4.5,8014
19864,0.34,Ideal,D,VVS2,60.1,57.0,4.54,4.58,2.74,918
19865,1.01,Premium,F,VS2,60.3,59.0,6.52,6.45,3.91,6674
19866,0.4,Very Good,E,SI1,60.9,56.0,4.76,4.8,2.91,737
19867,0.35,Premium,H,SI1,61.3,55.0,4.58,4.55,2.8,647
19868,2.06,Premium,I,SI1,60.8,60.0,8.25,8.16,4.99,15494
19869,0.42,Ideal,E,VS2,62.2,55.0,4.83,4.79,2.99,1024
19870,1.2,Good,I,SI1,63.9,56.0,6.62,6.69,4.25,5211
19871,1.28,Premium,H,VS2,61.2,60.0,6.99,6.94,4.26,7098
19872,0.36,Ideal,I,IF,61.8,55.0,4.58,4.61,2.84,735
19873,1.02,Ideal,E,SI2,62.7,57.0,6.35,6.44,4.01,4585
19874,0.52,Very Good,F,SI1,58.6,61.0,5.28,5.3,3.1,1244
19875,0.53,Ideal,E,VS2,61.5,56.0,5.22,5.25,3.22,1948
19876,1.52,Fair,D,SI2,56.3,61.0,7.7,7.62,4.31,7702
19877,0.35,Very Good,F,VS1,61.9,56.0,4.5,4.53,2.79,760
19878,0.52,Ideal,F,VS1,62.5,57.0,5.17,5.13,3.22,1707
19879,0.51,Fair,D,SI1,65.2,55.0,5.05,5.01,3.28,1304
19880,0.72,Ideal,J,IF,62.0,55.0,5.74,5.77,3.57,2279
19881,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,5296
19882,2.25,Premium,D,SI2,60.4,59.0,8.54,8.48,5.13,18007
19883,0.74,Fair,E,SI1,66.0,56.0,5.6,5.67,3.72,2069
19884,1.01,Ideal,G,VS1,61.8,57.0,6.4,6.45,3.97,6499
19885,1.3,Very Good,I,SI1,62.3,58.0,6.93,6.96,4.33,6302
19886,1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,4784
19887,1.22,Good,G,VS2,59.9,61.0,6.88,6.91,4.13,8533
19888,1.51,Ideal,F,VS1,62.1,56.0,7.38,7.34,4.57,16520
19889,0.37,Premium,G,VVS2,62.2,58.0,4.6,4.56,2.85,1010
19890,0.32,Ideal,F,VS2,62.1,57.0,4.35,4.38,2.71,645
19891,1.03,Good,J,SI2,64.1,62.0,6.37,6.33,4.07,3149
19892,0.53,Premium,E,VS2,59.9,61.0,5.3,5.25,3.16,1946
19893,0.54,Ideal,E,VS2,61.9,57.0,5.2,5.23,3.23,1754
19894,1.5,Fair,H,SI2,65.5,53.0,7.14,7.11,4.67,7187
19895,0.35,Premium,E,VS2,61.9,61.0,4.54,4.5,2.8,919
19896,0.56,Fair,E,VS2,64.7,60.0,5.13,5.14,3.32,1737
19897,0.43,Ideal,F,SI1,62.5,56.0,4.82,4.84,3.02,760
19898,0.27,Ideal,G,IF,62.0,56.0,4.14,4.17,2.58,627
19899,0.76,Very Good,E,SI1,63.0,59.0,5.76,5.8,3.64,2668
19900,0.9,Premium,H,SI1,62.8,62.0,6.09,6.05,3.81,3387
19901,1.5,Fair,D,SI1,65.1,59.0,7.1,7.01,4.59,10374
19902,0.96,Ideal,G,SI2,62.0,58.0,6.3,6.34,3.92,3945
19903,0.53,Ideal,G,VVS2,62.1,54.0,5.18,5.22,3.23,1893
19904,2.01,Good,F,SI2,64.0,58.0,7.94,7.83,5.05,17313
19905,0.74,Very Good,H,VS1,61.4,56.0,5.81,5.84,3.57,2956
19906,0.39,Ideal,D,SI1,60.6,55.0,4.73,4.78,2.88,729
19907,1.18,Good,D,SI2,60.7,63.0,6.77,6.81,4.12,5168
19908,0.23,Very Good,E,VVS1,60.9,58.0,3.95,3.96,2.41,530
19909,0.91,Premium,G,VS2,59.5,58.0,6.34,6.26,3.75,4241
19910,1.24,Ideal,F,VS1,61.5,54.0,6.93,6.89,4.25,10138
19911,0.5,Premium,F,SI1,61.7,57.0,5.09,5.06,3.13,1231
19912,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,1175
19913,0.55,Ideal,E,SI1,61.8,58.0,5.24,5.28,3.25,1609
19914,0.32,Premium,E,SI1,60.2,60.0,4.39,4.44,2.66,561
19915,0.8,Good,D,SI1,63.7,57.0,5.88,5.8,3.72,2738
19916,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,9659
19917,0.52,Ideal,F,VS1,61.6,56.0,5.2,5.16,3.18,1872
19918,1.18,Premium,H,SI2,58.7,60.0,7.01,6.93,4.09,4956
19919,0.32,Ideal,D,SI1,62.8,56.0,4.35,4.34,2.73,756
19920,1.13,Ideal,H,VS2,62.0,55.0,6.68,6.65,4.13,4708
19921,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,9823
19922,0.41,Premium,G,VS2,59.7,59.0,4.81,4.84,2.88,827
19923,1.07,Premium,G,VVS2,61.6,57.0,6.59,6.55,4.05,7593
19924,0.41,Ideal,E,VS1,62.1,55.0,4.8,4.77,2.97,1153
19925,0.83,Ideal,D,SI1,61.3,56.0,6.04,6.06,3.71,3990
19926,1.01,Ideal,F,VVS2,61.6,56.0,6.43,6.49,3.98,8971
19927,0.51,Premium,J,SI1,61.7,56.0,5.17,5.14,3.18,956
19928,0.39,Ideal,G,IF,60.1,57.0,4.74,4.77,2.85,1624
19929,0.4,Premium,E,SI2,61.4,57.0,4.74,4.68,2.89,855
19930,1.18,Ideal,E,VS1,62.4,54.0,6.74,6.79,4.22,9709
19931,0.71,Ideal,E,VVS2,61.7,56.0,5.78,5.8,3.57,4447
19932,0.31,Ideal,E,VS2,61.8,54.0,4.34,4.37,2.69,680
19933,1.01,Very Good,H,SI2,63.9,56.0,6.29,6.38,4.05,4023
19934,0.31,Premium,F,VS2,61.2,58.0,4.37,4.35,2.67,802
19935,1.01,Very Good,E,SI1,62.6,57.0,6.36,6.41,4.0,4912
19936,1.06,Ideal,H,SI1,62.1,56.0,6.51,6.57,4.06,5020
19937,0.41,Premium,F,VS2,61.3,58.0,4.79,4.84,2.95,863
19938,1.21,Very Good,J,SI1,62.7,57.0,6.72,6.77,4.23,4312
19939,0.3,Premium,H,VS1,60.0,60.0,4.4,4.3,2.61,576
19940,1.72,Fair,F,SI1,64.8,58.0,7.5,7.46,4.85,13622
19941,1.0,Premium,G,VS1,59.2,60.0,6.6,6.54,3.89,6115
19942,0.41,Ideal,F,VS2,61.8,57.0,4.79,4.75,2.95,1107
19943,0.51,Ideal,H,VS1,62.0,56.0,5.14,5.17,3.2,1668
19944,0.72,Ideal,G,VS1,61.7,56.0,5.75,5.78,3.56,3478
19945,0.9,Good,G,VS1,63.7,56.0,6.15,6.07,3.89,4460
19946,0.23,Very Good,E,VVS1,62.2,57.0,3.93,3.96,2.45,583
19947,0.38,Ideal,G,VVS1,61.7,55.0,4.67,4.7,2.89,993
19948,0.71,Very Good,I,SI1,62.0,56.0,5.69,5.72,3.54,2098
19949,0.56,Ideal,G,VS1,62.2,55.0,5.31,5.27,3.29,1915
19950,1.23,Premium,F,VS1,60.8,58.0,6.94,6.9,4.21,9471
19951,1.32,Premium,F,SI1,59.7,60.0,7.11,7.16,4.26,7683
19952,0.4,Ideal,G,SI1,61.8,57.0,4.74,4.78,2.94,873
19953,1.03,Ideal,D,SI1,62.3,56.0,6.51,6.45,4.04,5249
19954,1.21,Ideal,G,VS1,62.6,56.0,6.81,6.77,4.25,8774
19955,0.3,Ideal,H,VVS2,62.6,55.0,4.28,4.25,2.67,776
19956,0.8,Ideal,D,VS2,61.3,56.0,5.97,6.0,3.67,4781
19957,0.31,Ideal,F,IF,60.9,56.0,4.37,4.4,2.67,914
19958,0.78,Premium,J,SI1,63.0,60.0,5.88,5.82,3.66,1954
19959,1.0,Ideal,E,SI1,60.1,62.0,6.46,6.48,3.89,5629
19960,0.25,Good,E,VS1,63.3,60.0,3.99,4.04,2.54,361
19961,1.17,Ideal,J,SI1,62.3,55.0,6.74,6.77,4.21,4883
19962,0.34,Ideal,D,VS1,61.3,56.0,4.5,4.54,2.77,742
19963,1.14,Ideal,F,VS2,61.9,57.0,6.67,6.7,4.13,7819
19964,1.14,Good,G,SI2,63.7,60.0,6.69,6.6,4.24,4233
19965,0.32,Ideal,I,VS2,62.2,57.0,4.42,4.39,2.74,576
19966,0.9,Very Good,E,SI2,61.6,58.0,6.18,6.23,3.82,3715
19967,0.3,Premium,G,VVS1,62.1,61.0,4.3,4.27,2.66,1013
19968,1.52,Very Good,I,SI1,62.6,60.0,7.3,7.33,4.58,8703
19969,0.3,Premium,E,VS2,62.0,59.0,4.31,4.27,2.66,844
19970,1.01,Good,G,VS1,63.7,57.0,6.37,6.32,4.04,6618
19971,0.32,Very Good,H,SI1,63.5,57.0,4.39,4.34,2.77,591
19972,0.51,Ideal,F,VS2,62.5,55.0,5.08,5.13,3.19,1442
19973,0.83,Good,G,SI2,63.7,56.0,5.92,5.95,3.78,2614
19974,1.05,Premium,H,VS2,61.1,58.0,6.57,6.53,4.0,5323
19975,0.36,Ideal,F,VS2,60.9,57.0,4.58,4.61,2.8,726
19976,0.38,Ideal,F,VVS1,62.2,57.0,4.64,4.68,2.9,1200
19977,0.78,Good,E,SI1,59.4,62.0,6.02,6.07,3.59,3578
19978,0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,607
